,text,affect,sentiment
993,"A small puff of air, now come on!",anger,negative
994,"Sure, now I'm scared.",fear,negative
995,"Yeah, but I don't wanna die!",fear,negative
996,Another cheesecake came! They delivered it to the wrong address again!,anger,negative
997,I can't seem to say goodbye.,sadness,negative
998,Well I've forgotten what it tastes like okay?!,anger,negative
999,Y'know what? Forget it!,anger,negative
1000,"No, because you're not a grandmother!",sadness,negative
1001,"No I know, because to be a grandmother you have to be married and have children and I don't have any of those things.",sadness,negative
1002,All you had to do was buy the card!,anger,negative
1003,Joey!! What the hell were you doing?!,disgust,negative
1004,Sorry. Wrong boobies.,sadness,negative
1005,"No, you kidding? The guy's a freak..",disgust,negative
1006,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",disgust,negative
1007,"The kid...?  Excuse me, uh, that's, that's my puck.",anger,negative
1008,"Oh yeah? Well, I'm rubber, you're glue, whatevercan't do it.  Listen, uh- gimme back my puck.",anger,negative
1009,"Yes', how about. C'mere. Gimme!",anger,negative
1010,Hey! Hey! No rough holding in my ER!,anger,negative
1011,GIVE ME MY PUCK!!,anger,negative
1012,...Now,anger,negative
1013,You ordered a stripper for the shower?! That is totally inappropriate!,anger,negative
1014,"No, I don't think we'll be doing that.",disgust,negative
1015,We're not gonna do that.,disgust,negative
1016,No Ross! Ross! Ross! My child has no father!,fear,negative
1017,"I know, that’s why I said again!",anger,negative
1018,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",fear,negative
1019,"Oh Monica, we are so sorry.",sadness,negative
1020,"Well first, for forgetting to throw you a bridal shower.",sadness,negative
1021,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don't have either.",sadness,negative
1022,We ruined everything.,sadness,negative
1023,Ugh,sadness,negative
1024,"Well no, wait a minute, that's not true!",sadness,negative
1025,Surprise,sadness,negative
1026,"I can't believe it's raining again! Oh, it's so unfair!!!",anger,negative
1027,"Sorry I ah, I scared you in there.",sadness,negative
1028,I tried to reach you at work. There's....been a fire.,sadness,negative
1029,All right. Did everyone get out okay?,fear,negative
1030,"No Phoebe, don't look! You don't want to see what's under there!!",fear,negative
1031,"Ohh, the-the Foster puppets!",sadness,negative
1032,"Four, please.  I'm really nervous.  Thank you.",fear,negative
1033,"Ohh, that's too bad!",sadness,negative
1034,"Okay, I hear you! Are you capable of talking about any thing else?",disgust,negative
1035,Nine times!,anger,negative
1036,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,anger,negative
1037,Okay well that's good to know.,sadness,negative
1038,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",anger,negative
1039,"Yeah, I've always hated that Howie.",disgust,negative
1040,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",disgust,negative
1041,The nerve huh?,disgust,negative
1042,Yeah!,disgust,negative
1043,He is so weird.,anger,negative
1044,"Rachel, things can get incredibly complicated.",anger,negative
1045,"All right, all right, you're right",sadness,negative
1046,We found your fire alarm in the trash chute.,anger,negative
1047,How do you know?,fear,negative
1048,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",disgust,negative
1049,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",anger,negative
1050,Fine!  But please God.. tell me how to stop them from going off!,anger,negative
1051,"Ring dammit, ring!",anger,negative
1052,"I turned it off. Mother of God, I turned it off!",anger,negative
1053,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",anger,negative
1054,Nngghhh!!!!!!!,anger,negative
1055,This sucks!,anger,negative
1056,"When I had insurance I could get hit by a bus or catch on fire, y'know?",fear,negative
1057,And it wouldn't matter.,anger,negative
1058,Now I gotta be careful?,anger,negative
1059,"I'm sorry man, there's never a good time to  stop catching on fire.",sadness,negative
1060,"All right well, I guess I gotta go get a job. I'm gonna go see my agent.",sadness,negative
1061,He said he's really gonna miss you guys.,sadness,negative
1062,"You had a rough day, huh.. c'mere.",sadness,negative
1063,Oh my God! Oh my God!!,sadness,negative
1064,No you don't!,anger,negative
1065,Then why are you answering? Do you at least know what route we're on?,anger,negative
1066,"I don't know, I'm sorry, I always slept in the back when we drove up here.",sadness,negative
1067,Who?,anger,negative
1068,I mean have you seen a car come by here in the last hour and a half?,fear,negative
1069,"No! No, I am not getting in a car with Ross, we will just have to live here!",anger,negative
1070,But if...,fear,negative
1071,"No you guys, I am not getting in a car with him, you'll have to think of something else.",anger,negative
1072,"Yeah, well, you're wrong! Okay, you're wrong.",anger,negative
1073,"I'm not wrong! I wish I was. I'm sorry. Bet that barium enema doesn't sound so bad now, huh?",sadness,negative
1074,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",anger,negative
1075,Hey!,anger,negative
1076,Don't laugh at him!,anger,negative
1077,Wo-women? You mean like old women?,disgust,negative
1078,Okay! That's a four! And where-where's the other one?,anger,negative
1079,"Nobody move!  Okay, you look that way; I'll look this way!",anger,negative
1080,Are you afraid you're gonna run out?!,anger,negative
1081,Cut me a real piece!,anger,negative
1082,Why don't you   Wh-what's going on?,fear,negative
1083,"Phoebe, you said it was urgent!",anger,negative
1084,Do you realize I have a classroom full of students?,anger,negative
1085,"Look, look, there's got to be a way we can work past this.",sadness,negative
1086,"Okay,  I can't imagine, I can't imagine my life without you.",fear,negative
1087,"Without, without these arms, and your face, and this heart.",sadness,negative
1088,"Your good heart Rach,  and, and....",sadness,negative
1089,"I can't, you're a totally different person to me now.",sadness,negative
1090,"I used to think of you as somebody that would never, ever hurt me, ever.",sadness,negative
1091,"God, and now I just can't stop picturing with her, I can't,  it doesn't matter what you say, or what you do, Ross.",sadness,negative
1092,"It's just changed, everything.",sadness,negative
1093,Forever.,sadness,negative
1094,"Yeah, but this can't be it, I mean.",sadness,negative
1095,Then how come it is?,sadness,negative
1096,Am I out of control?,anger,negative
1097,Ross!,anger,negative
1098,Uh-oh.,fear,negative
1099,"Hmm, soup.  I mean, noodle soup. I mean soup!",anger,negative
1100,COME ON!!!!,anger,negative
1101,Y'know what? We need to move on.,anger,negative
1102,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",anger,negative
1103,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",anger,negative
1104,I'd have to say I really don't care for your tone.,anger,negative
1105,And this is not the only hospital in this city and we have no problem toWhoa!,anger,negative
1106,"Oh God, Ross, I cannot do this.",sadness,negative
1107,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",fear,negative
1108,"Well, I kind of... I kind of lost him.",sadness,negative
1109,And do you remember going into my purse and stealing the phone?!,anger,negative
1110,"Ooh, now you lost me.",fear,negative
1111,You stole the phone!,anger,negative
1112,No I didn't!,anger,negative
1113,"No? So you're saying that if I called it, it wouldn't ring?",anger,negative
1114,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",fear,negative
1115,Phoebe!,anger,negative
1116,I don't know Tag! How can your genitals make phone calls? Okay? It's not a perfect world! Just go please.,anger,negative
1117,Fine.,anger,negative
1118,"I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.",disgust,negative
1119,"Okay, ten blocks down. Five to go.",anger,negative
1120,"Okay, I'm sorry. I think I can walk the rest of the way now. Just-just give me my boots.",sadness,negative
1121,Come on more!,anger,negative
1122,Uh Phoebe?,sadness,negative
1123,Happy?! Is that what I'm supposed to be Vic? Happy?,anger,negative
1124,"Well, why don't you tell me what you're supposed to be!",anger,negative
1125,Because I sure as hell can't figure it out!,anger,negative
1126,Do you know what just happened?,anger,negative
1127,"And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",sadness,negative
1128,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",anger,negative
1129,"And now, he's got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I'm stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",sadness,negative
1130,"I'm sorry, I'm sorry, I'm sorry.",sadness,negative
1131,"Waitohheyhuh, oh great now he knows, and I don't know!",anger,negative
1132,Fine!,anger,negative
1133,"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness,negative
1134,"Well, he made a move on me.",anger,negative
1135,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",sadness,negative
1136,"You keep the old ones in the back, that is so ageist.",anger,negative
1137,"So, what happens to the old guys?",sadness,negative
1138,"Why, do I have a feeling that's not as happy as it sounds?  No! Nooooo!!!",fear,negative
1139,"Oh please, they're having sex.",sadness,negative
1140,Shut up!,anger,negative
1141,"Don't, don't just dismiss this so fast.",fear,negative
1142,"Um, no.",fear,negative
1143,It's laminated!,anger,negative
1144,Get out of here you lurker!  Go on! Get!,anger,negative
1145,"Ohh, get a room.",disgust,negative
1146,I know. Use it.,disgust,negative
1147,Yeah. Oh I just wish we could not be married for a little bit! Y'know I just wish we could be like on a break!,anger,negative
1148,Ross! I think she is trying to make something happen with you to get back at me!,anger,negative
1149,"Ross, I am telling you that she is using you to get back at me!",anger,negative
1150,I'm sorry.,sadness,negative
1151,I took this picture from your fridge.,anger,negative
1152,"Okay, because I know that this is my Father.",anger,negative
1153,"Yeah, this is Frank Buffay and you are standing right there next to him.",anger,negative
1154,"Now, look I deserve to know where I came from.",anger,negative
1155,All right?,anger,negative
1156,So if you can help me find my Father then you should!,anger,negative
1157,"Otherwise, you're just mean!",anger,negative
1158,"So, just tell me the truth!",anger,negative
1159,"And I'm very sorry, but I don't know where your Father is, and that's the truth.",sadness,negative
1160,Oh.,sadness,negative
1161,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",sadness,negative
1162,What's-what's this nonsense?,fear,negative
1163,"All right, I'm-I'm not English.",sadness,negative
1164,"I was really nervous and the accent just uh, just came out.",sadness,negative
1165,I'm sorry.,sadness,negative
1166,"All right, look I was just trying to make a good first impression.",anger,negative
1167,"Obviously, I screwed up.",sadness,negative
1168,Ross!! Are you crazy?! I am,anger,negative
1169,Now YOU'RE telling me I can't see her??,anger,negative
1170,You guys are killing me!,sadness,negative
1171,She's forbidden fruit!,sadness,negative
1172,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",sadness,negative
1173,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,anger,negative
1174,That's kinda sad.,sadness,negative
1175,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",anger,negative
1176,I went to one where I wore a band uniform they had to have specially made.,sadness,negative
1177,"Oh come on man, you can dance with my partner, she's real, uh, mellow!",anger,negative
1178,"Ross, get over it! It's not like she hates you.",anger,negative
1179,Yeah but,sadness,negative
1180,Huh. Y'know what's not one of a kind? A twin!,anger,negative
1181,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",disgust,negative
1182,So hot I cried myself to sleep last night.,sadness,negative
1183,"Oh, god help us.",sadness,negative
1184,Ugly Naked Guy's laying kitchen tile. Eww!,disgust,negative
1185,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",disgust,negative
1186,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",sadness,negative
1187,Carol our sex life isit's just not working,sadness,negative
1188,Nah!,disgust,negative
1189,"Oh, some idiot customer put a suggestion in the suggestion box.",anger,negative
1190,Sit!,anger,negative
1191,They're not true?,fear,negative
1192,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",anger,negative
1193,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",sadness,negative
1194,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",sadness,negative
1195,Almost never.,anger,negative
1196,"Okay, d'y'see anybody you think could be me?",anger,negative
1197,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,anger,negative
1198,"Okay, I'm not getting this!",anger,negative
1199,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,sadness,negative
1200,Great. It's gym class all over again.,disgust,negative
1201,Hey! Remember when I had corneas?,anger,negative
1202,"Walls are pretty thin, guys!",anger,negative
1203,"Oh that's too bad. I've kinda been saving up.  Uh, are you sure there's no studies I can participate in?",sadness,negative
1204,Sorry.,sadness,negative
1205,"You know, it still smells like monkey in there.",disgust,negative
1206,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",sadness,negative
1207,"Really, y'think so? I don't..",anger,negative
1208,Why aren't you home yet?!,anger,negative
1209,Is someone there?,anger,negative
1210,"God, Ross is on a date with your sister! How weird is that?!",disgust,negative
1211,"Oh my God, look-look he's taking off her clothes!",sadness,negative
1212,He's taking off her coat!,disgust,negative
1213,"Oh, this is just terrible.",disgust,negative
1214,Ross! Wait!,sadness,negative
1215,You suck!!,anger,negative
1216,What?!,anger,negative
1217,"Okay, break-up's still on!",anger,negative
1218,"Look, I understand if you came by to hit me, I deserve it.",sadness,negative
1219,Oh what then? Kick me?,anger,negative
1220,Oh uhI actually came here to ask you out.,fear,negative
1221,Horny bitch.  No! You're a horny bitch! Noooo! You're the horny bitch! No! You're a horny bitch!,anger,negative
1222,"Well, y'know, possibly.  You didn't tell him that, though? Right?",fear,negative
1223,You told this guy that I was looking for a fling?! You don't tell the guy that!,anger,negative
1224,"Oh, between you telling him that I wanted to have a fling and me putting out on the first dateoh, he's so gonna get the wrong idea.",sadness,negative
1225,Hello! Were we at the same table? It's like... cocktails in Appalachia.,anger,negative
1226,Close? She's got her tongue in his ear.,disgust,negative
1227,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",disgust,negative
1228,"Oh my god, what were you thinking?",disgust,negative
1229,I'm outta here.,disgust,negative
1230,"Okay, okay, okay should I be scared?",fear,negative
1231,All I had to do was pay $25 and wait in line for three hours.,sadness,negative
1232,I was so sure that was gonna work!,sadness,negative
1233,There's twelve bucks I'll never see again!,disgust,negative
1234,Bye Chandler!   I miss you already.,sadness,negative
1235,"Okay, did you see that?! With the inappropriate and the pinching!!",disgust,negative
1236,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!,anger,negative
1237,Okay but what about y'know my pinchable butt and my bulging bicepsShe knows!,anger,negative
1238,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",fear,negative
1239,"You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",anger,negative
1240,"Can we please focus here, a naked man's life hangs in the balance!",fear,negative
1241,I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick.,anger,negative
1242,"And yet, we're still poking him.",disgust,negative
1243,He does not look happy.,anger,negative
1244,"Hey, that's never gonna make it all the way over here, buddy!",anger,negative
1245,"Well they have uh, some unusual pet names for each other.",sadness,negative
1246,"Including umm, evil bitch and uh, sick bastard.",disgust,negative
1247,Are you looking at her?!,anger,negative
1248,No!,anger,negative
1249,Don't you look at her you sick bastard!,anger,negative
1250,Honey I swear! I wasn't looking at her!,fear,negative
1251,She's in labor! You like that you sick son of a bitch!,anger,negative
1252,See? See? It was because you were looking fat pervert!,anger,negative
1253,What? What?,fear,negative
1254,Hey! You wanna live to see your baby?!,anger,negative
1255,Don't you talk to my husband like that you stupid bastard!,anger,negative
1256,It's not something you are! It's something you have!,anger,negative
1257,"Y'know what? I can easily get out of this, but there is a chance you can get very, very hurt!",anger,negative
1258,No-no-no-no-no! You can't!,fear,negative
1259,"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.",fear,negative
1260,"Aww, I don't want to see that!",disgust,negative
1261,We're so stupid! Do you know what's going on in there? They're trying to take Joey!,sadness,negative
1262,What're we gonna do? What're we gonna do?,fear,negative
1263,What kind of scary-ass clowns came to your birthday?,anger,negative
1264,"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that's as good as garbage?",anger,negative
1265,"No, don't look directly at them!",fear,negative
1266,Just hear me out!,fear,negative
1267,"Maybe this would've happened if I'd been more nurturing, or I'd paid more attention, or I... had a uterus.",sadness,negative
1268,I can't believe this!,sadness,negative
1269,"I know no, no, y'know you don't deserve this, you don't Ross.",sadness,negative
1270,"You're, you're really, you're so good.",sadness,negative
1271,Thanks.,sadness,negative
1272,Thanks.,sadness,negative
1273,My foot is stuck in the pocket.,sadness,negative
1274,"No, I can't get it out.",sadness,negative
1275,I can't believe I did this! What an idiot!,anger,negative
1276,"Oh, stop beating yourself up!",sadness,negative
1277,Apparently you're not very good at it!,anger,negative
1278,"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness,negative
1279,I don't need you guys to care about me!,anger,negative
1280,I really wished they'd care just a little bit though.,sadness,negative
1281,Me too! I'm sorry that guy in the subway licked your neck.,sadness,negative
1282,"Hey uh, I don't mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",fear,negative
1283,"Yeah, I Well y'know I-I mean I missed the-the semi-finals, so I'd just be lost.",sadness,negative
1284,"No it's Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",anger,negative
1285,You two will have very hairy children.,disgust,negative
1286,Ross! Janice?!,anger,negative
1287,He obviously went crazy.,anger,negative
1288,He obviously lost his mind.,anger,negative
1289,Phoebe! Don't put ideas in his head!,anger,negative
1290,Damnit Phoebe!!,anger,negative
1291,Oh God!,sadness,negative
1292,Here we go again.,sadness,negative
1293,Why does this keep happening to me?,anger,negative
1294,Is it something I'm putting out there?,sadness,negative
1295,Is this my fault?,sadness,negative
1296,Or am I just nuts?,sadness,negative
1297,"Hey buddy, this is a family place, put the mouse back in the house.",disgust,negative
1298,Wait!,sadness,negative
1299,Terry!,sadness,negative
1300,Please!,sadness,negative
1301,"Look, I just lost my other job.",sadness,negative
1302,You have no idea how much I need this.,sadness,negative
1303,"Please, help me out, for old times sake.",sadness,negative
1304,This poor guy's been in a coma for five years. It's hopeless.,sadness,negative
1305,That kid really kicked me hard on the plane.,anger,negative
1306,He took my snack!,anger,negative
1307,I'm not getting into this again!,anger,negative
1308,"Okay! Oh God, y'know what? It's really bad.",sadness,negative
1309,"Well, I told you not to walk. Here.  There. Okay.",anger,negative
1310,"This doesn't mean anything, does it?",fear,negative
1311,Of course! Only an idiot would wear this stuff if you didn't have the car! Right?,anger,negative
1312,Come on! What are you doing?! I'm in character! Would you talk to her!,sadness,negative
1313,"Ahh, I think it just moved. It's really poking me.",anger,negative
1314,"What?! No, you can't, you can't leave me here with them! We're baby-sitting!",anger,negative
1315,But you-you can't leave me with them! We-we're a team! We're playing a zone! They're gonna triple team me!,anger,negative
1316,"He's got something plastic lodged in his throat, we've got to go to the hospital.",fear,negative
1317,"Okay, listen this really hurts. Let's go.",anger,negative
1318,"A real man wouldn't just run to the hospital!  No! What would, what would Krog do?",anger,negative
1319,Don't call us that!,anger,negative
1320,The judge wouldn't let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,anger,negative
1321,Hey! It's Porsche!!,anger,negative
1322,What kind of father do you think I am?,anger,negative
1323,Joey!!,anger,negative
1324,Did you eat all the neighbor candy?!,anger,negative
1325,"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",anger,negative
1326,Mine stole my newspaper! It's like a,anger,negative
1327,"Listen, can you promise me that you won't tell her though?",fear,negative
1328,"For God's sake, will you let it go? There's no Rachel!",anger,negative
1329,You don't think they'll judge and ridicule me?,fear,negative
1330,Do you have any respect for your body?,disgust,negative
1331,Don't you realise what you're-you're doing to yourself?,disgust,negative
1332,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",anger,negative
1333,Kinda... spooky without any lights.,fear,negative
1334,Please tell me you got the message!,fear,negative
1335,"Du-du-I wrote it, I wrote it on the board!",fear,negative
1336,"I wrote it on the board, then I went all over New York City looking for ya!",anger,negative
1337,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,anger,negative
1338,I know! You see it is stuff like this which is why  you're burning in hell!!,anger,negative
1339,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",disgust,negative
1340,My late husband gave me that lighter.  I'm not kidding.,sadness,negative
1341,Nooo..,disgust,negative
1342,"Oh, hey, don't do that! Cut it out!",anger,negative
1343,It's worse than the thumb!,disgust,negative
1344,"Hey, this is so unfair!",anger,negative
1345,So I have a flaw!,anger,negative
1346,Big deal!,anger,negative
1347,Like Joey's constant knuckle-cracking isn't annoying?,anger,negative
1348,"And Ross, with his over-pronouncing every single word?",anger,negative
1349,"And Monica, with that snort when she laughs?",anger,negative
1350,"I mean, what the hell is that thing?",disgust,negative
1351,"...I accept all those flaws, why can't you accept me for this?",anger,negative
1352,...Does the knuckle-cracking bother everybody?,anger,negative
1353,"Oh,  ""you do, do you""?",anger,negative
1354,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",anger,negative
1355,Awww! Mel Torme died.,sadness,negative
1356,Aw! Does that mean the,sadness,negative
1357,"Yeah, I don't like that word.",disgust,negative
1358,"Yeah, oh, ""Your mom probably won't kill herself,"" y'know?",anger,negative
1359,"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",anger,negative
1360,Well IThat's never gonna happen with Ross.,sadness,negative
1361,"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.",disgust,negative
1362,They're having their baby!,anger,negative
1363,It's not fair Ross we got here first!,anger,negative
1364,"Oh, what is wrong with me lately?",sadness,negative
1365,Ugh!,disgust,negative
1366,I don't know what I'm going to do!,fear,negative
1367,I called the company that sent and th-they don't care!,anger,negative
1368,"Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?",anger,negative
1369,Ah yeahwait a second now!,anger,negative
1370,I don't have the money to take her to a fancy place like that.,anger,negative
1371,"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",anger,negative
1372,"Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!",disgust,negative
1373,Does that smell bother you?,disgust,negative
1374,"Well, I-I said yes.",fear,negative
1375,Are you crazy?,anger,negative
1376,You just had Ross’s baby!,anger,negative
1377,It’s-it’s so  inappropriate.,anger,negative
1378,"No, it’s worse than that.",disgust,negative
1379,It’s wrong.,disgust,negative
1380,You can’t marry him!,sadness,negative
1381,Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,sadness,negative
1382,"Honey, the question is…do you really want to marry Joey?",sadness,negative
1383,"No. No, I don’t. Could you be a dear and go tell him?",sadness,negative
1384,Hey! Did Chandler show up yet?,fear,negative
1385,Damnit!,anger,negative
1386,"I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?",anger,negative
1387,"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger,negative
1388,And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!,anger,negative
1389,"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!",sadness,negative
1390,Crap!!,anger,negative
1391,"Uh actually, I sent the flowers before the actual date. So technically,",anger,negative
1392,Oh-oh! So that's the way it's gonna be huh? Yeah I can break the rules too y'know!,anger,negative
1393,Oh yeah? What are you gonna do?,anger,negative
1394,Why am I not surprised?,disgust,negative
1395,Y'know what Ross? I'm not gonna let you get away with this!,anger,negative
1396,Well we'll see!,anger,negative
1397,"Dad, we-we can't believe you're selling the house.",sadness,negative
1398,I'm sorry we can't store your childhood things anymore.,sadness,negative
1399,Did she call? You-you told her I was sick right? Always tell her I am sick!,fear,negative
1400,Wash your hands!!!,disgust,negative
1401,"Did you not hear me say, ""Du-ude?!""",anger,negative
1402,"In my defense, it was dark and he was a very pretty guy.",anger,negative
1403,"Ho-ho, so hard we had to throw out your underwear again?",anger,negative
1404,The baby's coming and I don't know what to do.,sadness,negative
1405,"Oh, can I throw up in my diaper genie?",sadness,negative
1406,Wait-wait where are you going? Where are you going?,fear,negative
1407,Hypothetically!,anger,negative
1408,Fine!,anger,negative
1409,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",anger,negative
1410,"Oh god, my eye!""",anger,negative
1411,"I mean, it is so annoying.",anger,negative
1412,"No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!",anger,negative
1413,Can you believe what a jerk Ross was being?,anger,negative
1414,Please! I am not as bad as Ross.,disgust,negative
1415,What are you guys doing here?,anger,negative
1416,God. I feel violated.,disgust,negative
1417,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",disgust,negative
1418,Is it? Feels like two.,sadness,negative
1419,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",fear,negative
1420,"I am so, so, so, so sorry!",sadness,negative
1421,Uh-huh.,disgust,negative
1422,"And I will cook anything you want in here , and do anything in there!",fear,negative
1423,"Yeah you will!  And, are you kiddin' me?!",anger,negative
1424,"Come on Monica, it's our Valentine's Day. Please? Please-please, please?",sadness,negative
1425,I can't believe we have to stop seeing each other.,sadness,negative
1426,"Oh, you're so lucky. My fiancee wants the heavy metal band Carcass.",sadness,negative
1427,This place is so overpriced.,disgust,negative
1428,Let her know I like her?,fear,negative
1429,"What are you, insane?",anger,negative
1430,"Oh, God, just do it!  Call her! Stop being so testosteroney!",anger,negative
1431,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",disgust,negative
1432,I thought they could...I'll try to get back as soon as I can. I'm sorry.,sadness,negative
1433,"Cause she's, she's alone now, and pregnant, and, and sad.",sadness,negative
1434,And instead my parents got me this little plastic chicken that you hop around on.,anger,negative
1435,"It was embarrassing, kids made fun of me.",sadness,negative
1436,That was a pretty tough year.,sadness,negative
1437,It was horrible. They called me chicken boy.,sadness,negative
1438,"Will you pick one, just pick one! Here, how about that one?",anger,negative
1439,"Oh, so, forget about the birds, but big red insects suggest fine dining!",anger,negative
1440,"Fine, you want to get the birds, get the birds!",anger,negative
1441,"Not like that, I won't!  Kip would have liked the birds!",sadness,negative
1442,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness,negative
1443,"What can I do? One person wants to break-up, you break-up.",sadness,negative
1444,"Hey, no way! Come on, this is you guys, call her and work it out.",sadness,negative
1445,"Oh come on, we just had this huge fight, all right, don't I have to wait a while?",sadness,negative
1446,"Hey, this isn't like swimming after you eat, pick up the phone!!",anger,negative
1447,"Whoa!! Thatokay, that's a",disgust,negative
1448,I know! Why don't you get drunk! That worked for a lot of girls in my high school.,anger,negative
1449,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust,negative
1450,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",anger,negative
1451,Don't let him in! I'm supposed to be at a regatta gala.,fear,negative
1452,We'll be right there!  Can't you just say it starts later?,anger,negative
1453,The fake kind!,anger,negative
1454,No-no-no! We need something old!,sadness,negative
1455,That's stealing!,sadness,negative
1456,"Oh God, oh.",anger,negative
1457,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",sadness,negative
1458,Monica? Monica!,anger,negative
1459,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",anger,negative
1460,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",anger,negative
1461,They've arrested Monica.,sadness,negative
1462,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",anger,negative
1463,No!,anger,negative
1464,I'm sorry.,sadness,negative
1465,Does it?,fear,negative
1466,"What are you talking about, Ross, you just said that you read it twice!",anger,negative
1467,"Look, y'know what, either it does or it doesn't, and if you have to even",anger,negative
1468,"Cause I kinda all ready told her uh, it was, it was already taken care of.",fear,negative
1469,is for me not to see you anymore.,sadness,negative
1470,What are you going to tell her?,sadness,negative
1471,Oh God.,fear,negative
1472,"Ohh, you already agreed to this, haven't you?",sadness,negative
