,text,affect
2204,is loving the half day! If only it wasn't raining.  Soccer Practice tonightt.,sadness
2205,Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%,sadness
2206,Doesn't have to go to work tomorrow! Good times! Revision though,happiness
2207,never does  anything good school and rabbit it my life cycle dunno how to tune a giutar so i am stuffed,anger
2208,My fingers hurt,sadness
2209,I miss my daddy so much.,sadness
2210,Excited bout going out 2nite but bummed cuz im da designated driver. So no drinking for Angie!,happiness
2211,just cried all the way through the final episode of ER... and the 'previously on ER' documentary about it!,sadness
2212,Im going bed i dnt feel well as always,sadness
2213,really is missing her daughters in Haiti!  Wishing i could go back.,sadness
2214,Just got to work. Only today and three days left.  my heart is breaking.,sadness
2215,"Fuck, we have some kind of bugs in our house. And we dont know why or what it is",sadness
2216,"Choir assembly was bad  it's fucking hot, yay!",happiness
2217,I is so lonely,sadness
2218,Guess I have to go back and scrape out the oven now. Blerg,sadness
2219,why on twitter does no one talk 2 me i know your all celebs and i'm nt but it's nice to be spoken to once in a while,sadness
2220,What happened to the warm?  I will commence pouting until it returns READYSETGO,sadness
2221,fridayyyyy!!.... but i'm working,sadness
2222,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,sadness
2223,I'm boredddd. The day has gone quick  I don't like it!,sadness
2224,"Darn, I had one and it slipped right through my fingers",sadness
2225,"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside.",sadness
2226,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward,sadness
2227,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.,sadness
2228,Wish I had a laptop charger so I could tweet faster,sadness
2229,is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,sadness
2230,"When you FEEL you can not LIVE without something is when IT is taken away.   Oh, to do it all over again with what I know now.    Movin ON",sadness
2231,Comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu ~Joshy~,sadness
2232,i am the only arabic girl who's online  every one is  a sleep ..,sadness
2233,my new picture won't upload!!!,sadness
2234,photography class over summer cancelled. going somewhere i dont want to and missing the spring game  and no email from eric swist,sadness
2235,Off home ill from work. This man flu is hell,sadness
2236,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?",sadness
2237,lost my keys at the mall... took me 45 mins to find them,sadness
2238,Whuuurrrrr - glands really swollen now. Guess the weekend's a blow out.,sadness
2239,nothing good on TV,sadness
2240,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM,sadness
2241,Just saw up with my favorites and surprisingly it was way too sad,sadness
2242,i have no followers,sadness
2243,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,sadness
2244,It's Hollie spelt with an 'ie' not a y!! She made me cry on BGT tonight  Gxx,sadness
2245,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",sadness
2246,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",sadness
2247,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,sadness
2248,"I love summer, but I oddly don't want this school year to end.",sadness
2249,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,sadness
2250,"at home. didn't see the Bloody movie, full booked  but Night at the museum was fun though.",happiness
2251,"Been a beautiful day today i love the sunshine, missing my man though he is away all weekend  xxxx",sadness
2252,plans got ruined no blackstone  going to carnival tomorrow if the weather is good,sadness
2253,facebook is being a bitch,sadness
2254,Sad because i cant go over my friends house,sadness
2255,"Yep, lost my bet to chris",sadness
2256,why do i even bother anymore? Everyone is makin me feel like im a waste of space,sadness
2257,I feel like last night was a dream... Well I guess I should say nightmare.,sadness
2258,It's not gonna happen again,sadness
2259,attempting to count the days till i return to canada...theres alot of them,sadness
2260,i am braid free  i miss thee ... BLOND HERE I COME!!,sadness
2261,"I'm so sad, really really sad",sadness
2262,i really cant take this.,sadness
2263,I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx,happiness
2264,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!,sadness
2265,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,sadness
2266,my little sister told me i have a double chin  aww,sadness
2267,surgery effin hurts,sadness
2268,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,happiness
2269,I hate when a program freezes during installation.,sadness
2270,miss him way to much... just cnt stop thinking of him   nite nite folkkz...,sadness
2271,i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut,sadness
2272,At drs again,sadness
2273,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg,sadness
2274,i'm so hungry,sadness
2275,Back to the freaking homework.,sadness
2276,My brain hurts,sadness
2277,missed Britains got talent    gutted.,sadness
2278,maaaaan last night was a funny night! sad aswell tho,sadness
2279,it's sunny but i'm bored  sad call or text me,sadness
2280,I could live off of mediterranean food for the rest of my life. I miss home,sadness
2281,i'm kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,sadness
2282,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,happiness
2283,Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,happiness
2284,Last 3 days of school....I'm sad but happy but anxious.....,sadness
2285,"stupid Folkestone cinema is only showing Star Trek 3 times, damn them",sadness
2286,"im sick,youre sick. imy",sadness
2287,"My sister is having a stupid party &amp;&amp; I wanna hang out with my friends, but hilly won't txt me back...",sadness
2288,I want some pineapple! I miss my baby,sadness
2289,My sunburn itches  ouch,sadness
2290,Oh no it's storming... gotta get off the computer.,sadness
2291,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,sadness
2292,Seriously Bored Now!!!,sadness
2293,"Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired.",sadness
2294,i've got nothing witty to tweet,sadness
2295,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby bitch-face got through instead,sadness
2296,got to clean the bathroom today.,sadness
2297,i just watched Marley &amp; Me...i cried so hard!,sadness
2298,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",sadness
2299,I'm craving something salty in my mouth!  Tired of pretzels tho.,sadness
2300,"aww, anyone see hollie steel on BGT tonight? wharra shame",sadness
2301,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!",sadness
2302,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.,anger
2303,I am so sick and tired of this on and off rain,sadness
2304,It's 10.30pm on a Friday night and I'm going to bed. How pathetic.,sadness
2305,jazzy we should be in vegas w A team,sadness
2306,Ohh boy my babys tooth came out !,sadness
2307,Loving the new skype! Especially for someone like me who lives half a world away from home!,sadness
2308,on my way to work. I'M SO HUNGRY!,sadness
2309,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...,sadness
2310,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.,sadness
2311,mummy i need you,sadness
2312,went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.,sadness
2313,"have to change practice pools, someone threw up in our normal pool",sadness
2314,did crossfit running today...agitated my right leg,sadness
2315,just went to the dentist my mouth hurts and I can't eat until 8,sadness
2316,Two week extension on contract ... I'm ready for it to be done,happiness
2317,ahh sore throat and tired. want to go back to bed. but have work,sadness
2318,Well it's official I have strep,sadness
2319,no one calls me anymore,sadness
2320,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",sadness
2321,Best friend is leaving to go back to school today..I am so sad,sadness
2322,Sunburn hurts...,sadness
2323,I dont like this random gloomy weather,sadness
2324,wishes people wouldn't be so stubborn sometimes.,sadness
2325,The heat is here!!!,happiness
2326,"Whoa, I didn't mean to sleep for more than an hour",sadness
2327,is feeling rather lonely and broke...oh wait...I am lonely and broke.,sadness
2328,He didnt leave a voicemail..  -121908inlove(:,sadness
2329,Just drove by fisher and I feel so sad,sadness
2330,"It is so miserably hot, the a/c in my house is broken",sadness
2331,got beat by super LARRYonation,sadness
2332,"And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!",anger
2333,"Hello and thank you for all of the #followfridays people. I always forget, sorry",sadness
2334,cba with exams! 17 left!,happiness
2335,I just spent 45 minutes at the book store. I only bought one book.,sadness
2336,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x",sadness
2337,Need to sleep but can't,sadness
2338,"i have officially hit the wall, totally nonfunctionalproductive at work",sadness
2339,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,sadness
2340,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,sadness
2341,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",sadness
2342,Maaaan... it is way too nice outside to be in here working.,happiness
2343,wanted to sleep but a friend from Denmark just poked me on IM,sadness
2344,Rainy day in Philly  looks like it's gonna be a movie night.,sadness
2345,"Has so much to blog, but has no time to",sadness
2346,"Shipwrecked all weekend  license wasn't suspended, it got cancelled. Can't take the risk driving and no one lives near me",sadness
2347,this is gonna sound really sad &amp; depressing but I really really miss my uncle Sam,sadness
2348,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",sadness
2349,sad   Miss my friends !,sadness
2350,Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids,sadness
2351,"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ...",sadness
2352,Feels all kinds of not so well right now,sadness
2353,"Going on 1,116 days still no new tattoo.",happiness
2354,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,sadness
2355,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",happiness
2356,bout to take a shower.... a cold shower,sadness
2357,Somebody get me out of work tomorrow.,sadness
2358,i just realized today was my last day to see my best friend tanner im goin to miss him so much,sadness
2359,I'm on relapse  mom and dad i need you. jesus fucking christ you stay away.,sadness
2360,I wanna go shopping!! I don't get paid till next week!!,sadness
2361,Har vondt i ryggen My back hurts,sadness
2362,"prom's today... i bought a ticket but im not going  cause i dont have a dress, my hairs not done, ect. sucks cause its gonna be awesome..",sadness
2363,"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...",sadness
2364,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old,sadness
2365,i cant find my keys,sadness
2366,You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.,happiness
2367,It wasn't a good day ..,sadness
2368,with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?,sadness
2369,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant,sadness
2370,"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......",happiness
2371,Just banged my bloody foot! ow,sadness
2372,omg i tink he is not cuming bckkk,sadness
2373,had a really weird night last night and misses her friends,sadness
2374,Has a headache,sadness
2375,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh,happiness
2376,OMFG my favourite jerk chicken place closed,sadness
2377,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways,sadness
2378,i'm on relapse  mom and dad i need you. jesus fucking christ you stay away.,sadness
2379,can't believe I'm leaving this place tomorrow.,sadness
2380,I am so sad...,sadness
2381,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",sadness
2382,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone,sadness
2383,feeling lonely,sadness
2384,The Matrix Online shuts down next month...wow...I feel kinda sad about it,sadness
2385,Already misses the Dunhams.,sadness
2386,"is missing her best friend  commme back kayla, going out in a little while",sadness
2387,"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough",sadness
2388,i feel like watching a disney movie...too bad we dont have a vcr anymore,sadness
2389,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly",sadness
2390,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.",sadness
2391,Mid shifts are so awful. Im just counting down time,sadness
2392,paper work on a friday afternoo,sadness
2393,Oh joy its gong to be a long weekebd... Yipee :*Â¡,happiness
2394,can't go to the movies today,sadness
2395,Bit down in the dumps today    Such an awful day !  Maybe good time to write a song   (Y),sadness
2396,No 'rosie day' today  goal is to leav my house b4 my mom gets here hmmm maybe 'rosie day' rescheduled for....wed......,sadness
2397,I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,sadness
2398,Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!,sadness
2399,Is bummed out...i don't have even one testimonial on Flickr.,sadness
2400,"Oh god, I feel like shit.",sadness
2401,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!,sadness
2402,"i feel like a bright, new t-shirt.. wish i had one.",happiness
2403,just drove by NBC's Burbank lot and the line for Leno is wrapped around the building.  Longest I've ever seen. Leno's last show,sadness
2404,8 of my 11 followers are random spammers,sadness
2405,Theyre sappin mah sentry! errr yea... i'm without power at home right now,sadness
2406,hollie steel on bgt was absolutely excruciating to watch...poor girl.,sadness
2407,I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo,happiness
2408,Sad that I won't see Deb for two days.,sadness
2409,Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.,happiness
2410,I want to go home!!,sadness
2411,"Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",happiness
2412,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,sadness
2413,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,sadness
2414,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",sadness
2415,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",sadness
2416,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list,happiness
2417,Well school's finally over and idk but I'm sad  I'll miss my teachers. Goodbye Mrs R. and Mr. Collister,sadness
2418,I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even,sadness
2419,ready for the weekend and sad that I have to be at the office again tomorrow morning,sadness
2420,so now i dont get my car back til monday. boooo,sadness
2421,has hurt feet,sadness
2422,has cramps,sadness
2423,"Fml! Ughhhhhhhhh, im not going anwhere today just sit in the bedroom I share with my mother and cry!",sadness
2424,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,sadness
2425,"Wish you were here, babe",sadness
2426,BGT made me cry tonight,sadness
2427,Failed that shit LOL,sadness
2428,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame.",sadness
2429,"I wonder who that thomasvanvliet is. Maybe you can help me, because I've just inherited $20000000! Can't withdraw it",happiness
2430,"i miss everyone... i need faces  , not witty situational updates, but these will do...",sadness
2431,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!,sadness
2432,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56",anger
2433,Just got back from working out. I'm feeling pretty good. work at 4:30,happiness
2434,i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..,sadness
2435,"Last day of holydays, gotta get back to work    Anyway, 2 great weeks",happiness
2436,wishing warped tour came to london canada.....,happiness
2437,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),sadness
2438,ahhhh now i have no pic,sadness
2439,ouch... head hurts,sadness
2440,God! They look stumpy... I'm not sharing my toes tonight,sadness
2441,Strained a muscle in my lower back today. &amp;*#&amp; it hurts! What hurts most is .. no running this weekend.,sadness
2442,Sad duck day.,sadness
2443,nooooo its raining......had 2 leave the beach,sadness
2444,"played a bit pool with my buddies....going to bed now, have to work tomorrow",happiness
2445,my day has been so crappy that i just want to cry.,sadness
2446,wish I can go to the Roots pinic,sadness
2447,OMG. Today felt like the last day of school! it's horrible!,sadness
2448,I want a hair cut but my mom wont cut it,sadness
2449,what the hell is follow friday?? don't get it,sadness
2450,Ugh. My feet feel like they're going to fall off.,sadness
2451,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore,sadness
2452,"I need a friend right now  , I feel like mmmm ... sosad",sadness
2453,"Awww kanye west, its such a shame he doesnt get the joke",sadness
2454,"i'm sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",sadness
2455,"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",sadness
2456,I miss you,sadness
2457,just kidding. its standing room only.,happiness
2458,so sad that no friends everyday for a long ass time,sadness
2459,I miss my friends so much,sadness
2460,"alright, so day was going well, but got home, and all my potato salad was gone",happiness
2461,Pleeaaasee come out sun,sadness
2462,Wow I really need to have fun tonight now,happiness
2463,time for bed.....got some learning to do tomorrow with an early start  night night good people xxx,happiness
2464,"today i was so happy got i got off school early, but now i'm bored!!",happiness
2465,damn sunburn hurting  jack whitehall mmmmm,sadness
2466,My car is broken.,sadness
2467,Crisis: forgot my fringe comb  I'm with men....no one will help me,sadness
2468,I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.,sadness
2469,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,sadness
2470,my head is hurting..,sadness
2471,yesterday i missed the live chat  internet was the problem ï¿½ï¿½,sadness
2472,"Wishing I was going to UP tonight, but it will have to wait until tomorrow.",sadness
2473,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,sadness
2474,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",sadness
2475,Damn. It's raining again,sadness
2476,i hate when i paint my nails because then i cant suck my thumb because it tastes bad,sadness
2477,karma is a bitch ! i just got hung up on  lol i'm still a big dawg though,sadness
2478,10) I'm allergic to hot wax,sadness
2479,Awake and wishing I wasn't. Feel like my head may explode. Going to try to go back to sleep.,sadness
2480,Awe. were going to meijer. not walmart. walmarts better.,sadness
2481,I'm too tired,sadness
2482,I wanna watch &quot;UP&quot; so badly!,sadness
2483,Finally got my money. Too bad it goes to bills,sadness
2484,Jus chillin and doin my hrs. Friday afternoons tend to end up &quot;busy&quot;,sadness
2485,All the food in my house has sugar ants in it,sadness
2486,PERFECT SHOW TO YOU! enjoy for me,happiness
2487,so bored without a camera,sadness
2488,seniors done  5 more days!! woohoo!! going out for the night.,happiness
2489,show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,happiness
2490,Now every Saturday till 8/4 for work.  sucks. And no Friday or Monday off for July 4th either.,sadness
2491,In 14 hours im taking 2 aerobics classes with only about 30 min break in between,sadness
2492,thinks its the perfect weather to go camping and cuddle up with dave under the stars and sleep,sadness
2493,No clubbing for me this weekend due to a busted knee  &lt;emo&gt;Life's unfair&lt;/emo&gt;,sadness
2494,my arms hurt!,sadness
2495,is about to go to gymnastics! my last day with this class!,sadness
2496,&lt;--has no internet for the weekend,sadness
2497,saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,sadness
2498,"Not so good at remembering to do this twitter thing, sorry everybody! I leave for Tibet today...with a head cold",sadness
2499,"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa",sadness
2500,i lost one of my best friends iï¿½m sooo sad,sadness
2501,"Poor Greg  stupid UK, always doing the sympathy vote. xo",sadness
2502,Tired. Going to take a nap. My finger hurts.  143,sadness
2503,My grandparents cat may die... I love that cat. I swear if he goes... / / /,sadness
2504,My ex makes me cry. I wish I was stronger,sadness
2505,I miss talkin turkey.  I REALLY MISS TALKIN TURKEY.,sadness
2506,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,sadness
2507,OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton,sadness
2508,Is going to sleep now,sadness
2509,going to watch some tv now - crazy night out - up at 7am for work tomorrow  I'll live somehow! At least it means I finish early!,happiness
2510,What I'm gonna do  life is not good:'( no more Exit in this hallway I'm stuck in my world...,sadness
2511,One of the most random phone calls ever. My god kill me now.,sadness
2512,Sunburned on my face &amp; legs. Fixing to be my arms tooo.,happiness
2513,I just banged my elbow and its bleeding  owwiee,sadness
2514,i wish i was in Jonathon Ross' audience right now,sadness
2515,"just watched BGT on catch up, aw i felt so sorry for holly",sadness
2516,Shit night. want john  where is he?,sadness
2517,"And Jenny is so gorgeous --' PFFFF i love her style, i want her outfits",sadness
2518,so tired.   only need to be here another 30 minutes.,sadness
2519,"hanging out with Rex, missing Alabama and my Nanna already...",sadness
2520,watching &quot;la rosa de guadalupe&quot; damm this episode is so true they are people that make fun of the people that are virgins,sadness
2521,Everyone is working tonight! I'm bored,sadness
2522,may have unintentionally snubbed someone due to my ineptness/shyness. feel badly,happiness
2523,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!",sadness
2524,HA! I'd give Kristen plenty of free hugs! *sigh* if only I could,sadness
2525,listening to music...feeling kind of down,sadness
2526,"i really really hate biology , u______________________u",sadness
2527,Damm it! I didn't get a pic of niamh with her 3D glasses on,sadness
2528,Missing how it used to be,sadness
2529,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,sadness
2530,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,sadness
2531,is so tired ive walked 6.05 kilometres today,sadness
2532,is rockin' a minivan til the STi is ready. I miss it already,happiness
2533,Omg guys my internet has been down the whole day  It's still not working  I'll try fix 2m,sadness
2534,Sadness  The top horde guild that I liked disbanded.,sadness
2535,Man my daddy left to work again  I never see him a lot I miss my daddy :' (,sadness
2536,is watching &quot;Sicko&quot; and is utterly digusted with this country...,sadness
2537,waubonsie lost  they're out. i'm soo pissed,sadness
2538,i think i just good stood up...,sadness
2539,Shopping at sam's club in baton rouge. Mom brought step-dad to charity hospital so i cant go home yet  i had plans....,sadness
2540,hey guys! nm just here half bored,sadness
2541,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",sadness
2542,Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,happiness
2543,Iï¿½m JBobsessed  xD I miss them soooooo much!  They should have a live web cast on bookface ?  EVERY thursday xD,sadness
2544,Trying to install a vodafone internet key an an eeepc. I remember once it worked out of the box. But today it doesn't want to work,sadness
2545,"It's so hard to keep up with everything! There's the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",sadness
2546,Feels like throwing up!,happiness
2547,Back from Miami. I miss South Beach,sadness
2548,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,sadness
2549,i miss my husband,sadness
2550,life is so boring without you,sadness
2551,Ughh from the filling in my tooth my ear is starting to ache ! What a life,sadness
2552,Ahhhhhh - software downloaded but can't get install file to work,sadness
2553,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,sadness
2554,i need to write really bad. can someone go get my diary from my flat for me,happiness
2555,Is really sad that shes missing critical mass,sadness
2556,Smackdown is a lot more boring without Maria.,sadness
2557,Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,happiness
2558,I sooooo miss Chinese takeout!,sadness
2559,hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,happiness
2560,I hear tonight is the last jleno show,sadness
2561,"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",sadness
2562,"wow, there's still the void of whre thomas left  The heartache is never going to go away",sadness
2563,Darn i dont have guitar tomorrow,sadness
2564,ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT my thing.,sadness
2565,Six feet under theme is on jjj,happiness
2566,I miss him  ARGH,sadness
2567,I  do not want to work tomorrow!,sadness
2568,"Moving: nothing accessible. Camera broken, kitchen stuff in boxes, no internet.  Makes it hard to cook or blog.  get me to brooklyn!",sadness
2569,Early(ish) night tonight - I'm doing overtime at work tomorrow again  boo for working on a Saturday!,sadness
2570,Work is a no go,sadness
2571,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can't wait for the day off tomorrow,  I have to work Sunday.",sadness
2572,I woke up and my hiccups came back!,happiness
2573,Stuck on the 710 ... Going to my 2nd job ...  ... Why can't I find a good office job???,sadness
2574,asda ready meal - i don't think i'll ever be the same again,sadness
2575,"BBQ's gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",happiness
2576,i miss k_ris punking me everytime we hung out and effnng me up,happiness
2577,"What did I learn today? Never post anything you've sold on ebay using royal mail. They lose it, I refund: compo's nowhere near - my bad",sadness
2578,"My cable signal is all messed up!!! I'm missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",sadness
2579,is bored at work,sadness
2580,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it's in the Mission Viejo mall,sadness
2581,new guitar hero metallica guitar is already broken  #fail,sadness
2582,still no pool key. wth. it's even hot out today.,sadness
2583,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.,happiness
2584,At the library  being friggin bored.,sadness
2585,Everything is cool now. I wish the boy was able to talk.,sadness
2586,Thanks to my assignment im off to work today!,happiness
2587,another great workout! but I'm feelin kind of funny,happiness
2588,"I feel like drinking wine, but I don't have any.",sadness
2589,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,anger
2590,I just want to watch my Naruto Shippuuden missed episodes.,happiness
2591,Has a head cold,sadness
2592,rught brb on me ipod. if i randomly go off its cos me internet breaks,anger
2593,You such a good friend &lt;3 I miss you so much,sadness
2594,i have problems wih pizza..ii love it too much..i'm so addicted to pizza  and Dot Dot Curve. &gt;,happiness
2595,"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",sadness
2596,I want korean bbq so baddd but no one can come with me,sadness
2597,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,happiness
2598,Love the movie Grease! Can't believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,sadness
2599,"Drove a #Mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more",sadness
2600,"Waiting for Danny to text me back,,,  xoxo",sadness
2601,Mowing #6. I hate my lawn,sadness
2602,Just saw a trailer for Batman Arkham Asylum and you can play as the Joker. But that's only PS3 exclusive. Damn  That hurt.,sadness
2603,Getting a little mowing the grass in this evening!  fun,happiness
2604,"im just dreamin out loud, i cant have you for mine and i know it",sadness
2605,"I'm very sad  Show do McFly nesse exato momento, e eu aqui...",sadness
2606,"Two months ago, I became irrelevant.",sadness
2607,"Feeling better today, but still sick.",sadness
2608,"aw &amp; I really miss Alice &amp; Charlotte tonight  Dunno why though, hey are both spoons ;)",sadness
2609,nooooooo  sue is retiring  no no no no!,sadness
2610,Low profile tires suck! They won't have my size in until monday,sadness
2611,"I had a hard time loving people as Christ did, today people picking stuff up at my work were just dumb, and annoying",sadness
2612,TwitterBerry hates me,sadness
2613,"Having some Coronas, and have a bad craving for Mexican pastries, but i'd have to go to Uptown to get some",sadness
2614,Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.,happiness
2615,Aw .. the grillz in my background look like plaque ..,sadness
2616,"Hey dude who turned down a flyer, you're a poser and not nice",sadness
2617,I'm so hungry,sadness
2618,"5 Mins, till the end of follow me Friday",sadness
