,ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,affect,Field3,Field2,MYKEY,text,STATE,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
1918,161036,1,16,36,2,26,8,0,5,7,1,4,4,3,3,2,1,1,1,0,0,0,1,0,3,1,3,3,3,3,1,0,1,1,1,1,sadness,3,3,1610364,"Enrolling at varsity, being told I couldn't get in to certain á papers.",1,,,,,,,,,
1919,161036,1,16,36,2,26,8,0,5,7,1,5,2,3,3,1,2,0,1,1,0,0,1,2,1,1,3,3,3,4,5,0,1,0,3,2,disgust,3,3,1610365,Noticing my flat had maggotts !,1,,,,,,,,,
1920,161037,1,16,37,2,20,8,0,6,1,1,2,4,3,3,3,0,2,1,0,0,0,1,0,1,1,3,3,3,3,5,3,1,1,2,0,fear,3,3,1610372,When I was attacked by a teenage boy and had my wallet stolen.,1,,,,,,,,,
1921,161037,1,16,37,2,20,8,0,6,1,1,3,1,2,1,1,0,2,1,0,1,0,0,0,1,2,3,0,2,3,4,2,2,1,2,0,anger,2,1,1610373,Someone who was speeding was forced to slow down when I pulled á out onto the road and proceeded to abuse me at the next set of á traffic lights.,1,,,,,,,,,
1922,161037,1,16,37,2,20,8,0,6,1,1,4,4,4,4,1,0,2,1,1,0,1,0,0,3,1,3,3,3,4,2,0,1,1,0,1,sadness,4,4,1610374,When someone I was close to became a paranoid schizophrenic and I á was unable to see this person because of the situation.,1,,,,,,,,,
1923,161037,1,16,37,2,20,8,0,6,1,1,5,2,4,2,0,0,0,2,0,0,0,0,1,3,1,3,2,3,4,3,2,1,1,2,0,disgust,4,2,1610375,"When someone whom I considered my friend, without telling me he á was annoyed, proceeded to ignore me for several meets with no á apparent reason.",1,,,,,,,,,
1924,161038,1,16,38,2,21,1,1,6,5,1,2,1,1,1,2,0,0,2,0,0,0,0,0,2,2,3,2,0,1,3,1,2,2,2,0,fear,1,1,1610382,As a result of breaking the indicator light as mentioned á for guilt.,1,,,,,,,,,
1925,161038,1,16,38,2,21,1,1,6,5,1,3,2,1,1,0,0,0,2,1,0,0,0,0,1,2,2,3,0,2,5,1,2,1,3,0,anger,1,1,1610383,Arriving home from work after a long and tiring day to find no á dinner prepared as I had expected.,1,,,,,,,,,
1926,161038,1,16,38,2,21,1,1,6,5,1,4,4,4,3,0,0,0,2,1,0,1,0,1,1,2,3,0,1,2,4,3,0,2,2,1,sadness,4,3,1610384,At the death of my husband's father's mother which occurred á during university examinations and therefore I was unable to á attend her funeral.,1,,,,,,,,,
1927,161038,1,16,38,2,21,1,1,6,5,1,5,2,4,3,1,0,1,1,1,0,0,0,0,2,2,3,0,2,3,2,1,2,1,1,0,disgust,4,3,1610385,With a Manager who insists on making crude innuendos pertaining á to sex.,1,,,,,,,,,
1928,161039,1,16,39,2,21,7,1,8,1,1,2,3,2,4,3,0,0,1,0,0,1,0,0,1,1,3,2,0,2,1,2,2,2,1,1,fear,2,4,1610392,Being driven by friend who suddenly swerved and skidded a little. á It was night and on a long trip. We ended up on side of road.,1,,,,,,,,,
1929,161039,1,16,39,2,21,7,1,8,1,1,3,1,4,4,0,1,1,1,0,0,0,0,0,3,1,3,3,3,0,1,0,1,0,0,1,anger,4,4,1610393,Friend (male) hinted that my talking to other men at a pub was á immoral. He implied that I should remain only with my boyfriend á the entire evening.,1,,,,,,,,,
1930,161039,1,16,39,2,21,7,1,8,1,1,4,1,2,2,0,0,0,1,0,0,0,0,0,3,1,3,2,0,1,5,0,2,2,0,0,sadness,2,2,1610394,On rising. No apparent reason.,1,,,,,,,,,
1931,161039,1,16,39,2,21,7,1,8,1,1,5,1,2,2,0,0,0,0,1,0,0,0,0,1,1,3,3,3,2,4,1,1,1,1,0,disgust,2,2,1610395,"Prolonged \niggling\"" of friend on a single theme which I á","considered of no consequence.""",1,,,,,,,,
1932,161040,1,16,40,2,24,8,0,8,7,1,2,4,3,4,4,0,2,0,1,0,0,0,0,2,2,3,2,3,2,1,1,1,1,0,0,fear,3,4,1610402,In a flat in Sydney - rough area at home on my own - the flat had á been burgled the night before and no way of locking the door.,1,,,,,,,,,
1933,161040,1,16,40,2,24,8,0,8,7,1,3,1,2,4,2,0,0,3,1,0,0,0,2,1,2,0,3,3,3,1,3,2,1,2,0,anger,2,4,1610403,When the bus driver failed to stop and pick me up at a bus stop.,1,,,,,,,,,
1934,161040,1,16,40,2,24,8,0,8,7,1,4,4,4,4,2,2,1,3,1,0,1,0,2,2,3,3,2,3,4,1,0,2,3,1,3,sadness,4,4,1610404,When my uncle died of leukemia at age 35.,1,,,,,,,,,
1935,161040,1,16,40,2,24,8,0,8,7,1,5,2,1,2,1,0,0,2,1,0,0,0,1,2,1,3,2,1,3,2,1,3,3,1,0,disgust,1,2,1610405,Watching an alcoholic woman who was approaching everyone at the á wharf for cigarettes - a prostitute in Auckland (elderly).,1,,,,,,,,,
1936,161041,1,16,41,2,20,1,2,7,7,1,2,1,3,2,4,0,1,3,1,0,0,0,0,1,2,3,3,0,3,3,3,1,1,3,0,fear,3,2,1610412,Watched a horror movie which involved sexual attacks on women.,1,,,,,,,,,
1937,161041,1,16,41,2,20,1,2,7,7,1,3,3,4,4,2,1,2,1,1,0,0,0,1,2,1,3,3,3,2,1,3,1,1,1,1,anger,4,4,1610413,My boyfriend promised to take me to see a game of tennis and rang á saying he was going to the pub with some of his friends instead.,1,,,,,,,,,
1938,161041,1,16,41,2,20,1,2,7,7,1,4,2,4,3,2,2,1,2,1,0,1,0,0,3,1,3,3,3,4,1,1,2,3,0,3,sadness,4,3,1610414,My mother was unwell and went for many cancer tests. She spent á time in hospital being opened and closed many times.,1,,,,,,,,,
1939,161041,1,16,41,2,20,1,2,7,7,1,5,2,1,2,0,1,1,2,0,0,0,0,0,1,1,3,2,2,3,2,3,3,1,1,1,disgust,1,2,1610415,"I was driving along and saw this young guy urinating into the á gutter, in broad daylight.",1,,,,,,,,,
1940,161042,1,16,42,2,26,8,0,4,4,1,2,3,3,4,3,1,0,0,0,0,0,0,0,1,1,3,3,3,0,1,1,2,0,0,1,fear,3,4,1610422,Being alone at night.,1,,,,,,,,,
1941,161042,1,16,42,2,26,8,0,4,4,1,3,1,3,4,2,0,0,1,0,0,0,0,1,1,1,3,3,0,0,1,1,0,0,0,0,anger,3,4,1610423,In a hurry to get to lectures and the car would not start.,1,,,,,,,,,
1942,161042,1,16,42,2,26,8,0,4,4,1,4,4,4,3,0,0,0,0,1,0,0,0,0,3,2,3,0,1,2,3,0,1,3,0,0,sadness,4,3,1610424,When grandfather died.,1,,,,,,,,,
1943,161042,1,16,42,2,26,8,0,4,4,1,5,3,3,4,1,0,0,0,0,0,0,0,0,1,1,3,0,3,3,1,3,1,0,0,0,disgust,3,4,1610425,Obscene phone calls.,1,,,,,,,,,
1944,161043,1,16,43,2,22,8,0,7,7,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,2,0,3,2,2,2,0,0,0,fear,1,2,1610432,Stopped at lights in Mangere late one Friday night on way home á from work. Alone in car when someone came up behind the car and á started banging and shaking it. Light was red and had nowhere to á go until light changed. When green I took off.,1,,,,,,,,,
1945,161043,1,16,43,2,22,8,0,7,7,1,3,3,4,4,3,0,0,3,1,0,1,0,0,1,1,3,0,3,3,5,0,0,2,3,1,anger,4,4,1610433,When fired unjustly from a job as casual bar-person. Charged with á giving away free drinks. Not done so and had witnesses to prove á it - both patrons and bar staff. Other staff were supportive.,1,,,,,,,,,
1946,161043,1,16,43,2,22,8,0,7,7,1,4,2,1,3,0,0,0,2,1,1,1,0,0,2,3,2,1,0,1,4,0,2,3,1,1,sadness,1,3,1610434,Close friend leave to go overseas for an indefinite period. á Farewell scene at airport.,1,,,,,,,,,
1947,161043,1,16,43,2,22,8,0,7,7,1,5,4,3,3,0,1,0,1,1,0,0,0,0,1,1,3,2,3,3,2,3,1,1,2,1,disgust,3,3,1610435,When employer made a pass at me whilst I was at work.,1,,,,,,,,,
1948,161044,1,16,44,1,27,7,1,7,1,1,2,1,1,1,3,1,1,1,0,0,0,0,0,3,2,3,3,1,1,5,1,1,2,0,1,fear,1,1,1610442,To talk in a meeting - expound my thoughts on a subject. Fear á delayed me acting to do this.,1,,,,,,,,,
1949,161044,1,16,44,1,27,7,1,7,1,1,3,1,1,2,3,0,0,3,0,0,0,0,0,3,2,3,2,1,2,4,2,2,1,2,0,anger,1,2,1610443,Towards wife's laziness in not performing her usual duties á because of television watching.,1,,,,,,,,,
1950,161044,1,16,44,1,27,7,1,7,1,1,4,2,1,2,3,0,0,1,0,0,0,0,0,2,1,3,2,3,3,1,3,1,0,0,0,sadness,1,2,1610444,Watching suffering in Third World country.,1,,,,,,,,,
1951,161044,1,16,44,1,27,7,1,7,1,1,5,1,1,2,1,0,0,1,0,0,0,0,0,3,3,3,2,3,3,4,3,2,1,0,0,disgust,1,2,1610445,Observation of people lost in the profit motive - i.e. business á managers to their actions esp.,1,,,,,,,,,
1952,161045,1,16,45,2,19,8,0,7,6,1,2,3,2,4,1,0,0,1,1,0,0,0,0,3,1,3,3,3,3,2,3,1,1,1,0,fear,2,4,1610452,Confronted outside a party by some very nasty character - á gesturing to a car full of mean-acting friends - felt in danger.,1,,,,,,,,,
1953,161045,1,16,45,2,19,8,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger,0,0,1610453,NO RESPONSE.,1,,,,,,,,,
1954,161045,1,16,45,2,19,8,0,7,6,1,4,4,3,4,1,1,0,1,1,0,1,0,0,1,1,3,0,2,3,1,2,0,0,0,2,sadness,3,4,1610454,My cat died painfully and slowly.,1,,,,,,,,,
1955,161045,1,16,45,2,19,8,0,7,6,1,5,3,3,1,1,2,0,1,1,0,0,1,0,2,1,3,3,3,2,3,3,2,1,2,2,disgust,3,1,1610455,Having unwanted attention paid to me in my place of work - á harrassment (and sexual harrassment) by another worker - á disgusted by his implications.,1,,,,,,,,,
1956,161047,1,16,47,2,18,1,1,7,1,1,2,3,1,3,4,1,1,1,0,0,0,0,0,0,1,3,0,0,4,2,0,0,0,0,1,fear,1,3,1610472,I was skiing alone and the mountain became covered with mist and á I thought I was lost and was going to panic.,1,,,,,,,,,
1957,161047,1,16,47,2,18,1,1,7,1,1,3,3,4,2,3,1,0,3,1,0,0,1,0,2,2,3,2,2,2,4,1,2,2,2,1,anger,4,2,1610473,My parents didn't allow me to go to a social function that all my á friends were attending.,1,,,,,,,,,
1958,161047,1,16,47,2,18,1,1,7,1,1,4,3,4,3,3,1,1,2,1,0,1,0,0,1,3,3,0,0,4,1,0,0,0,0,2,sadness,4,3,1610474,"While still at school a friend died of cancer, after being ill á for a long time, she was 17 yrs old.",1,,,,,,,,,
1959,161047,1,16,47,2,18,1,1,7,1,1,5,2,3,2,4,1,1,1,0,0,0,0,1,2,2,3,0,0,2,3,3,0,1,3,1,disgust,3,2,1610475,At a party my best girlfriend got really drunk and went off with á a guy she knows I really like.,1,,,,,,,,,
1960,161049,1,16,49,2,18,8,0,5,4,1,2,3,3,4,3,1,2,2,0,0,0,0,2,3,2,3,1,1,1,3,1,3,2,0,1,fear,3,4,1610492,"When I had to give a speech about some historical event, to an á audiece of about 200 people my own age whom I did not know.",1,,,,,,,,,
1961,161049,1,16,49,2,18,8,0,5,4,1,3,1,2,4,3,0,1,2,1,0,0,0,0,2,1,3,2,3,1,2,1,0,2,0,0,anger,2,4,1610493,In arguments with a close friend or relative where my point of á view is completely disregarded.,1,,,,,,,,,
1962,161049,1,16,49,2,18,8,0,5,4,1,4,4,4,4,3,2,2,1,1,0,1,0,0,1,2,3,2,0,4,4,0,0,0,0,3,sadness,4,4,1610494,"When my grandfather whom I had met only once for 3 weeks, died á after several months. I was really sad because he was a lovely á person and I did not have the means for his company.",1,,,,,,,,,
1963,161049,1,16,49,2,18,8,0,5,4,1,5,3,4,3,1,1,2,2,0,0,0,0,1,1,1,3,2,1,3,1,3,1,2,0,1,disgust,4,3,1610495,I once saw a programme on TV describing how certain wild life á films were made and was disgusted by the treatment of certain á animals in this particular programme of the polar bear.,1,,,,,,,,,
1964,161050,1,16,50,2,18,2,2,9,1,2,2,2,2,2,2,1,0,1,0,0,0,0,0,2,1,3,0,1,2,3,0,1,2,3,1,fear,2,2,1610502,"When riding in a very fastly-driven car on a lose metal road at a á very late hour - no other cars on road, and driver was taking á corners very sharply. I felt afraid - because if an accident á happened, the area was very isolated. Also, I feared for driver, á after I was dropped off - would he make it home safely.",1,,,,,,,,,
1965,161050,1,16,50,2,18,2,2,9,1,2,3,1,2,2,1,0,2,1,1,0,0,0,0,2,1,3,0,3,3,3,0,1,1,0,0,anger,2,2,1610503,"When at very short notice I agreed to work in place of a friend á who was sick, and owner of the restaurant refused to allow me a á drink later in the evening (which is usually always available for á workers), did not thank me, and was generally indifferent towards á me - I felt I did not deserve this.",1,,,,,,,,,
1966,161050,1,16,50,2,18,2,2,9,1,2,4,3,4,3,3,0,1,1,1,0,1,0,0,1,2,3,3,2,4,1,1,0,1,3,1,sadness,4,3,1610504,"When I learned that my former boyfriend had become engaged - á although I was glad that he had found what he wanted, I was very á sad at my own personal loss, since I had always hoped we might á one day reconcile.",1,,,,,,,,,
1967,161050,1,16,50,2,18,2,2,9,1,2,5,3,2,3,0,0,0,2,0,0,0,0,0,0,0,3,2,3,3,1,3,2,0,3,0,disgust,2,3,1610505,When reading a newspaper story of a man who had committed á incestuous acts on his two-year old child - the thought that á anyone could do such a thing is abhorrent to me.,1,,,,,,,,,
1968,161051,1,16,51,2,18,8,0,7,4,1,2,4,3,4,4,0,1,0,0,0,0,0,0,1,1,3,2,2,3,1,1,3,0,0,0,fear,3,4,1610512,A friend (female) and I were on holiday on Great Barrier Island á by ourselves. One night we were nearly raped by about 20 locals - á they came to our bach and tried to break the doors down. All of á them were stoned or drunk and we hid under the bunks and were á totally terrified. Eventually these guys gave up and went looking á for us on the beach. We escaped and slept in the bush for 2 á nights.,1,,,,,,,,,
1969,161051,1,16,51,2,18,8,0,7,4,1,3,3,3,4,3,1,2,3,0,0,1,1,1,1,2,3,2,3,2,1,1,2,2,3,2,anger,3,4,1610513,"I \cooked\"" the engine in my father's car - it was actually his á",fault because he hadn't fixed the temperature gauge or told me. á,When I finally got home I was absolutely screamed at and the á,anger I experienced was over the injustice of it all plus the á,"huge row which developed.""",1,,,,,
1970,161051,1,16,51,2,18,8,0,7,4,1,4,4,4,4,0,2,0,1,0,0,1,0,0,3,1,3,3,0,2,1,1,1,1,2,3,sadness,4,4,1610514,"This sounds really predictable and usual but it was absolutely á heart-rending at the time. My first lover (I was 15) just rang up á one day and announced that he had found another woman. I never á saw him again and it hurt because I was positive that it was á \TRUE LOVE\"" !!""",1,,,,,,,,,
1971,161051,1,16,51,2,18,8,0,7,4,1,5,3,1,4,1,0,0,1,0,0,0,0,0,1,1,2,0,0,4,5,3,2,0,1,0,disgust,1,4,1610515,"I once saw an old man up the road, fossicking through the rubbish á bins and the gutter. I was really disgusted at first but I've á seen him a few times since then and now I feel really sorry for á him and I often give him cigarettes when I see him, because he á mainly goes after cigarette butts and it is revolting.",1,,,,,,,,,
1972,161052,1,16,52,2,19,8,0,6,6,1,2,4,1,4,3,0,1,1,1,0,0,0,3,1,1,3,3,0,1,1,0,1,0,1,0,fear,1,4,1610522,"Skiing down a very icy slope, very fast in white-out conditions. á Out of control with no idea of what I was doing or where I was á heading.",1,,,,,,,,,
1973,161052,1,16,52,2,19,8,0,6,6,1,3,4,4,4,1,0,0,1,0,0,0,1,1,1,1,3,3,3,2,5,3,3,1,2,0,anger,4,4,1610523,My best friend at school told lies about me to a boy I was seeing á and went out with him herself.,1,,,,,,,,,
1974,161052,1,16,52,2,19,8,0,6,6,1,4,3,4,3,1,1,0,1,1,0,1,0,0,2,2,3,2,2,2,1,1,2,2,0,2,sadness,4,3,1610524,I found a baby opposum on the road and took it home and cared for á it for a week. It had to be force-fed and carried in a fur pouch á under my jersey. My father had the vet put it to sleep as he said á they carried diseases.,1,,,,,,,,,
1975,161052,1,16,52,2,19,8,0,6,6,1,5,4,3,4,1,0,1,1,1,0,1,0,0,2,1,3,1,3,2,3,3,3,0,0,1,disgust,3,4,1610525,A boyfriend with whom I split up with came over to a friend's á house where I was visiting with a male friend. In a confrontation á in another room he tried to find out if I was aroused by my á friend by feeling my parts.,1,,,,,,,,,
1976,161053,1,16,53,1,18,2,2,7,1,1,2,4,4,4,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,4,1,1,1,0,0,fear,4,4,1610532,"When I was very young and we moved as a family to Auckland from á Wellington, this meant new school and friends (etc.).",1,,,,,,,,,
1977,161053,1,16,53,1,18,2,2,7,1,1,3,1,1,2,1,0,0,0,0,0,0,1,0,2,2,3,3,0,2,1,2,2,1,0,0,anger,1,2,1610533,When someone ignores what I am saying or doesn't let me have my á point of view and they monopolise a conversation.,1,,,,,,,,,
1978,161053,1,16,53,1,18,2,2,7,1,1,4,2,4,4,2,0,2,0,0,0,0,1,0,1,1,3,2,1,1,5,2,1,1,3,0,sadness,4,4,1610534,"When I got into an argument with someone and was very abusive, á but they were a close friend and I later regretted it.",1,,,,,,,,,
1979,161053,1,16,53,1,18,2,2,7,1,1,5,3,4,4,0,0,0,0,0,0,0,0,0,3,1,3,2,0,2,3,2,2,1,0,0,disgust,4,4,1610535,When a close relative got quite drunk. It was a relative that I á had respected for a long time and looked up to as a child.,1,,,,,,,,,
1980,161054,1,16,54,1,23,7,1,6,6,3,2,4,1,2,4,0,1,0,0,0,0,0,0,2,1,3,2,0,4,1,0,0,2,0,0,fear,1,2,1610542,"As a passenger in a vehicle travelling from the steep side of á Arthur's Pass in the middle of a sleet-storm, icy roads, sheer á chasms to one side, sheer face to the other.",1,,,,,,,,,
1981,161054,1,16,54,1,23,7,1,6,6,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger,2,0,1610543,"As in sadness (A), relating to this slaghter of fur-seals.",1,,,,,,,,,
1982,161054,1,16,54,1,23,7,1,6,6,3,4,1,2,3,1,1,0,1,0,1,0,0,0,1,3,3,2,3,3,1,3,2,2,0,1,sadness,2,3,1610544,A) A documentary in which baby fur seals were being á clubbed/spiked to death by Canadian seal-hunters. Brutally á graphic. B) Description of a disfigured orphaned child in Hiroshima á calling for her mother.,1,,,,,,,,,
1983,161054,1,16,54,1,23,7,1,6,6,3,5,2,4,2,0,1,0,0,0,0,0,0,0,2,3,3,0,3,3,1,3,2,2,0,1,disgust,4,2,1610545,"The repression of rioting and non-rioting \Blacks\"" in South á","Africa by the police of that \""Democracy\"".""",1,,,,,,,,
1984,161055,1,16,55,1,20,1,1,7,1,4,2,2,2,3,3,1,1,1,0,0,0,0,0,1,1,3,2,1,4,4,2,1,2,0,1,fear,2,3,1610552,I imagined I heard footsteps up the hall while sleeping in bed á one night by myself in the house.,1,,,,,,,,,
1985,161055,1,16,55,1,20,1,1,7,1,4,3,4,2,3,3,0,1,2,1,0,0,0,0,3,1,3,2,1,3,2,3,3,3,1,0,anger,2,3,1610553,Stopped at a Fast Food shop with friends and a few locals wanted á to fight us for no apparent reason. They hit and picked on one of á my friends.,1,,,,,,,,,
1986,161055,1,16,55,1,20,1,1,7,1,4,4,3,4,3,1,0,0,2,0,1,0,0,0,3,1,3,3,1,0,1,0,2,3,0,0,sadness,4,3,1610554,My father recently having a heart attack - spending a few months á in hospital.,1,,,,,,,,,
1987,161055,1,16,55,1,20,1,1,7,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,5,0,2,1,0,0,disgust,2,2,1610555,My flatmate and close friend living and sleeping with another á close friend of mine.,1,,,,,,,,,
1988,161056,1,16,56,1,20,8,0,6,1,2,2,2,1,4,2,0,2,0,0,0,0,0,0,1,2,3,1,1,1,5,0,3,0,1,0,fear,1,4,1610562,Held under water by a large wave and thought I was drowning.,1,,,,,,,,,
1989,161056,1,16,56,1,20,8,0,6,1,2,3,3,3,2,1,1,0,1,0,0,0,0,0,2,2,3,3,3,3,4,3,0,0,3,1,anger,3,2,1610563,Came back from surfing to find car broken into and gear and money á stolen.,1,,,,,,,,,
1990,161056,1,16,56,1,20,8,0,6,1,2,4,1,4,2,0,0,0,1,0,1,0,1,0,1,2,3,3,2,1,3,2,2,2,1,0,sadness,4,2,1610564,Caused a family disturbance.,1,,,,,,,,,
1991,161056,1,16,56,1,20,8,0,6,1,2,5,1,4,3,0,0,0,1,0,1,0,0,0,1,2,3,3,3,2,3,2,1,1,1,0,disgust,4,3,1610565,Friends calling me fat - pear shaped in front of a nice girl.,1,,,,,,,,,
1992,161057,1,16,57,1,33,1,2,5,5,8,2,4,4,3,4,1,1,4,1,0,1,0,0,1,1,3,2,3,1,1,3,1,0,0,2,fear,4,3,1610572,Mugged while on holiday in the U.S.A.,1,,,,,,,,,
1993,161057,1,16,57,1,33,1,2,5,5,8,3,4,4,3,4,2,2,6,1,1,1,1,3,1,1,3,3,3,4,5,2,1,1,3,3,anger,4,3,1610573,"I am one of four directors of a company. We inherited land held á by our family - ours is the 5th generation. A \democratic\"" á","decision was made to stap-bank an area of mangroves.""",1,,,,,,,,
1994,161057,1,16,57,1,33,1,2,5,5,8,4,1,4,3,0,1,1,0,1,0,0,0,0,0,1,3,3,3,1,1,3,1,2,0,1,sadness,4,3,1610574,Social situation - at the pub - a close friend of 2 years told á the group around us of advances I had made.,1,,,,,,,,,
1995,161057,1,16,57,1,33,1,2,5,5,8,5,2,1,2,1,1,0,0,1,0,0,0,0,2,1,2,2,0,3,5,2,3,0,1,1,disgust,1,2,1610575,A drunk walked out in front of a car at night. Both lower legs á were broken. His shoe was thrown about 50 yards after the á accident.,1,,,,,,,,,
1996,161058,1,16,58,1,21,1,1,7,6,6,2,1,3,2,3,0,0,0,0,0,0,0,0,2,2,2,1,0,4,1,0,3,0,0,0,fear,3,2,1610582,Canoeing across harbour in winds - 20 knots and rising seas.,1,,,,,,,,,
1997,161058,1,16,58,1,21,1,1,7,6,6,3,1,2,2,0,0,0,2,0,0,0,0,0,1,2,3,3,2,2,5,2,2,2,3,0,anger,2,2,1610583,Brother continually interupting while I was talking on the á telephone.,1,,,,,,,,,
1998,161058,1,16,58,1,21,1,1,7,6,6,4,1,4,2,1,1,1,1,0,0,0,0,0,1,1,3,0,0,4,4,0,1,1,2,1,sadness,4,2,1610584,Hearing of the death of a friend who had been skiing.,1,,,,,,,,,
1999,161058,1,16,58,1,21,1,1,7,6,6,5,2,1,2,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1,2,3,0,0,0,0,disgust,1,2,1610585,Flicking through a magazine showing pictures of homosexual men á committing various acts.,1,,,,,,,,,
2000,161059,1,16,59,1,21,1,2,6,7,2,2,1,1,3,2,0,0,1,0,0,0,0,0,0,1,3,0,0,1,2,0,3,0,1,0,fear,1,3,1610592,Almost crashing into the back of a car while driving along the á motorway on my motorcycle.,1,,,,,,,,,
2001,161059,1,16,59,1,21,1,2,6,7,2,3,4,4,4,1,0,0,2,1,0,1,1,0,3,2,3,3,2,1,1,0,1,1,2,1,anger,4,4,1610593,When my girlfriend of two years told me it was all over.,1,,,,,,,,,
2002,161059,1,16,59,1,21,1,2,6,7,2,4,1,2,2,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,0,sadness,2,2,1610594,"A person I really like left for overseas for a few months, I had á hoped to go out with her soon.",1,,,,,,,,,
2003,161059,1,16,59,1,21,1,2,6,7,2,5,2,2,2,0,0,0,1,0,0,0,0,0,2,3,3,3,2,1,2,2,1,1,1,0,disgust,2,2,1610595,"I deliberately avoided a person who I wanted to hurt, and who á wanted to talk to me.",1,,,,,,,,,
2004,161060,1,16,60,2,18,2,1,7,6,5,2,1,4,3,3,0,0,2,0,0,0,0,0,1,2,3,3,2,3,5,1,3,2,0,0,fear,4,3,1610602,"I went to see a movie and I went with a friend, it was really á frightening and it made me stop and think about the world around á me and what it is really like out there. I was frightened all á that night.",1,,,,,,,,,
2005,161060,1,16,60,2,18,2,1,7,6,5,3,1,4,4,0,1,2,1,1,0,0,0,0,3,2,3,2,3,2,3,3,1,1,0,1,anger,4,4,1610603,"When my flatmate put me down because she \thought\"" she was better á","than me, or she felt she was.""",1,,,,,,,,
2006,161060,1,16,60,2,18,2,1,7,6,5,4,3,4,3,2,1,0,1,1,0,1,0,0,2,1,3,3,0,4,5,1,2,2,0,2,sadness,4,3,1610604,When a very close friend of mine went into hospital for a major á operation and I couldn't see her for a while as I was not a á relative she had no relatives in N.Z.,1,,,,,,,,,
2007,161060,1,16,60,2,18,2,1,7,6,5,5,3,4,4,2,0,0,0,1,0,0,1,0,1,1,3,3,1,2,5,3,1,1,3,0,disgust,4,4,1610605,One of my very good friends came to me for advice as her á boyfriend had been hitting her and beating her quite harmfully.,1,,,,,,,,,
2008,161061,1,16,61,2,18,2,1,7,1,5,2,2,3,3,3,1,2,2,1,0,0,0,0,3,1,3,0,3,3,2,3,1,1,2,1,fear,3,3,1610612,"I was walking home one night (after getting a bus to my town) á when I was confronted by a group of males (about 6), they would á not let me pass - they made comments etc. - I crossed the road á and hurried home.",1,,,,,,,,,
2009,161061,1,16,61,2,18,2,1,7,1,5,3,3,3,3,2,0,0,3,0,0,0,0,0,2,1,3,3,3,2,3,2,1,1,2,0,anger,3,3,1610613,"I lent a text-book to a person I did not know very well, they á lost the text-book and gave me no compensation.",1,,,,,,,,,
2010,161061,1,16,61,2,18,2,1,7,1,5,4,3,4,3,0,0,0,1,1,0,1,0,0,3,2,3,3,1,1,5,0,1,1,0,1,sadness,4,3,1610614,At the beginning of the year I moved to a new city - I felt sad á as I had to leave many friends and family members behind.,1,,,,,,,,,
2011,161061,1,16,61,2,18,2,1,7,1,5,5,3,4,3,1,1,2,0,0,0,0,0,0,1,2,3,0,3,3,1,3,1,0,1,1,disgust,4,3,1610615,I read a newspaper article about dogs being stolen in order to á use them for fighting purposes.,1,,,,,,,,,
2012,161062,1,16,62,2,19,8,2,7,8,2,2,4,3,4,4,2,1,2,0,0,0,0,3,2,1,3,0,0,1,1,1,2,2,0,2,fear,3,4,1610622,Thinking that I had been seen smoking at school by a teacher - á waiting to be summoned to the headmaster's office.,1,,,,,,,,,
2013,161062,1,16,62,2,19,8,2,7,8,2,3,2,3,4,1,1,2,1,0,0,1,0,0,1,2,3,0,3,2,1,0,2,1,3,2,anger,3,4,1610623,When my mother rejected my boyfriend and made unfair judgements á on him.,1,,,,,,,,,
2014,161062,1,16,62,2,19,8,2,7,8,2,4,4,4,4,2,2,1,1,1,0,1,1,0,2,0,3,3,0,4,1,0,1,0,1,3,sadness,4,4,1610624,At my grandfather's funeral - My grandparents virtually raised me á as my mother was a solo-parent and had to work.,1,,,,,,,,,
2015,161062,1,16,62,2,19,8,2,7,8,2,5,3,2,4,2,2,2,1,0,0,1,1,2,1,0,3,0,3,1,1,3,0,0,0,3,disgust,2,4,1610625,Watching a TV documentary on seal clubbing.,1,,,,,,,,,
2016,161063,1,16,63,2,35,8,0,2,2,3,2,3,1,4,4,1,2,2,1,0,0,0,1,1,1,3,0,0,4,1,0,1,0,1,1,fear,1,4,1610632,A large german shepherd dog ran and barked at me (he didn't bite á fortunately).,1,,,,,,,,,
