text,affect,sentiment
"No, don't look directly at them!",fear,negative
What?,surprise,negative
"Alright, no, we could look at them!",neutral,neutral
I,neutral,neutral
"Hi! I'm so glad you're here, but it's gonna be a while. I-I wished you'd called first.",joy,positive
"Oh that's all right, I'm coming back later with your father.",neutral,neutral
Oh good.,joy,positive
I actually needed to talk to you before the birth.,neutral,neutral
"Okay, what's up?",neutral,neutral
"I brought something that I want to give you, assuming of course that you want it.",neutral,neutral
"Ma, you're asking me to marry you?",surprise,negative
"This is your grandmother's engagement ring, I want you to give it to Rachel.",joy,positive
"Mom no, come on! Thank you.",surprise,positive
Just hear me out!,fear,negative
"Maybe this would've happened if I'd been more nurturing, or I'd paid more attention, or I... had a uterus.",sadness,negative
I can't believe this!,sadness,negative
"I know no, no, y'know you don't deserve this, you don't Ross.",sadness,negative
"You're, you're really, you're so good.",sadness,negative
Thanks.,sadness,negative
And you're so sweet.  And you're kind,neutral,neutral
Thanks.,sadness,negative
"Wait, wait, wait, wait, wait.",surprise,positive
"Okay, it's okay.",neutral,neutral
"Wait, wait, wait.",joy,positive
My foot is stuck in the pocket.,sadness,negative
What?,surprise,negative
"No, I can't get it out.",sadness,negative
Rachel?,neutral,neutral
Yeah.  Hi Mark!,surprise,positive
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",joy,positive
"Oh, I did!",surprise,positive
Yes.,joy,positive
Oh my God!!,surprise,positive
Congratulations...oh..wow,joy,positive
I can't believe I did this! What an idiot!,anger,negative
"Oh, stop beating yourself up!",sadness,negative
People make mistakes!,neutral,neutral
These things happen!,neutral,neutral
There aren't any message you've forgotten to give me are there?,neutral,neutral
Apparently you're not very good at it!,anger,negative
I,neutral,neutral
Philadelphia.,neutral,neutral
"Oh my God! So was she! Oh, I've got-I've got goose bumps.",surprise,positive
Really?,surprise,positive
"Well, y'know I'm wearing layers and it's warm.",neutral,neutral
Yeah.,joy,positive
"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness,negative
Did you hear that?!,neutral,neutral
I don't need you guys to care about me!,anger,negative
Because the universe cares!,joy,positive
The whole universe!,joy,positive
I really wished they'd care just a little bit though.,sadness,negative
"I like this one.  It seems to say, ""I love you and that's why I have to kill you.""",joy,positive
"They can't all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",joy,positive
Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me?,surprise,negative
Do you really want to pull at that thread?,surprise,negative
I'm having a really good time!,joy,positive
Me too! I'm sorry that guy in the subway licked your neck.,sadness,negative
"Ohh. No that's okay, he's a friend.",neutral,neutral
"Hey uh, I don't mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",fear,negative
"Yeah, I Well y'know I-I mean I missed the-the semi-finals, so I'd just be lost.",sadness,negative
"I know it's really lame, but I got these tickets from my boss andOh no! No! No! My God!",surprise,positive
"Okay, don't freak out. I'll go.",neutral,neutral
"No it's Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",anger,negative
"Okay, I know. Hold on.  Hey Ross?",neutral,neutral
Yeah?,neutral,neutral
"Yeah, umm that's Whitney , Kyle's ex-wife out there, now do you think that you can y'know divert her so that we can slip out?",neutral,neutral
What?! No!,surprise,negative
Well okay but I have two tickets to the ballroom dance finals.,neutral,neutral
"Look, I don't think so Pheebs.  All right, I'll do it. But just because you're a friend.",neutral,neutral
"Well, I-I-I'm done with this. You want anything Ross? Sports? International? Apartment listings?",neutral,neutral
I'll take sports.,neutral,neutral
Mine!,neutral,neutral
"All right. Uhh, international.",neutral,neutral
"Okay, look, I-I know what you guys are going to say",neutral,neutral
You two will have very hairy children.,disgust,negative
"Okay, I didn't know you would say that.",surprise,negative
Ross! Janice?!,anger,negative
"All right, hold on!",neutral,neutral
Hold on.,neutral,neutral
Hold on.,neutral,neutral
"This is Ross, okay?",neutral,neutral
He's our friend.,neutral,neutral
He obviously went crazy.,anger,negative
He obviously lost his mind.,anger,negative
So are you actually gonna see her again?,neutral,neutral
Phoebe! Don't put ideas in his head!,anger,negative
Damnit Phoebe!!,anger,negative
"Hey, don't we have to...",neutral,neutral
"Yeah, we got, um-hmm.",neutral,neutral
"Umm, I think you're really, really great...",joy,positive
Oh God!,sadness,negative
Here we go again.,sadness,negative
Why does this keep happening to me?,anger,negative
Is it something I'm putting out there?,sadness,negative
Is this my fault?,sadness,negative
Or am I just nuts?,sadness,negative
"I-I-I-I-I don't know, I don't know what to say.",surprise,negative
"Hey buddy, this is a family place, put the mouse back in the house.",disgust,negative
Wait!,sadness,negative
Terry!,sadness,negative
Please!,sadness,negative
"Look, I just lost my other job.",sadness,negative
Okay?,neutral,neutral
You have no idea how much I need this.,sadness,negative
"Please, help me out, for old times sake.",sadness,negative
This poor guy's been in a coma for five years. It's hopeless.,sadness,negative
"It's not hopeless! Dr. Stryker Ramoray's a miracle worker. Look, here he comes.",joy,positive
"Good morning.  Drake, it's your brother Stryker. Can you hear me?",neutral,neutral
I'm back baby! Ha-ha-ha!,joy,positive
That kid really kicked me hard on the plane.,anger,negative
Well you did pull his hair.,neutral,neutral
He took my snack!,anger,negative
I'm not getting into this again!,anger,negative
"Okay! Oh God, y'know what? It's really bad.",sadness,negative
"Well, I told you not to walk. Here.  There. Okay.",anger,negative
"This doesn't mean anything, does it?",fear,negative
Of course! Only an idiot would wear this stuff if you didn't have the car! Right?,anger,negative
That is true.,neutral,neutral
"Yeah, but only a genius would swallow a sonic blaster gun.",neutral,neutral
"Oh, I've been there. Yeah, I am gonna go drive my Porsche.",neutral,neutral
"Joey, you know you don't actually have one.",neutral,neutral
Come on! What are you doing?! I'm in character! Would you talk to her!,sadness,negative
"Ahh, I think it just moved. It's really poking me.",anger,negative
"All right, that's it, we're going to the emergency room.",neutral,neutral
"What?! No, you can't, you can't leave me here with them! We're baby-sitting!",anger,negative
"The babies are asleep, I'm sure you'll be okay on your own for a while!",neutral,neutral
But you-you can't leave me with them! We-we're a team! We're playing a zone! They're gonna triple team me!,anger,negative
"He's got something plastic lodged in his throat, we've got to go to the hospital.",fear,negative
"But no, because a doctor won't be able to help him, it's just gonna y'know naturally pass through his system in like seven years.",neutral,neutral
I think that's gum.,neutral,neutral
I'm pretty sure it's gun.,neutral,neutral
"Okay, listen this really hurts. Let's go.",anger,negative
"A real man wouldn't just run to the hospital!  No! What would, what would Krog do?",anger,negative
That was the only way I could get him to,neutral,neutral
Hi! How are the Gellers?,neutral,neutral
Don't call us that!,anger,negative
The judge wouldn't let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,anger,negative
Hey! It's Porsche!!,anger,negative
Hey sweetie!,joy,positive
Hey!,joy,positive
There's no back to this couch!,surprise,negative
Why are you reading this? You hate this kind of stuff.,surprise,positive
"Yeah I know, but I figured a shot y'know?",neutral,neutral
"Maybe one of those stories would make me cry and then you wouldn't think I was y'know, all dead inside.",neutral,neutral
"Oh that's so sweet! Look Chandler I don't care if you can't cry, I love you.",joy,positive
Oh that makes me feel so warm in my hollow tin chest.,neutral,neutral
Stop it!,joy,positive
"No, I mean, come on, seriously think about it, we get married, we're up at the altar and I'm like this.",neutral,neutral
"I won't care, because I know you will be feeling it all in here.",neutral,neutral
Yeah?,neutral,neutral
Of course he is!,joy,positive
"What, do you think I'd just use my son as-as an excuse?",joy,positive
What kind of father do you think I am?,anger,negative
"All right, sorry.",neutral,neutral
I gotta go make a fake Ben.,neutral,neutral
"The basket is totally empty! My God, the neighbors ate all the candy!",surprise,positive
"Well, either that or uh",neutral,neutral
Joey!!,anger,negative
Yeah?,neutral,neutral
Did you eat all the neighbor candy?!,anger,negative
"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",anger,negative
"Yeah, and they've been coming by all day. They love it!",joy,positive
They love my candy? Oh man!!! I've gotta go make more!!,joy,positive
"Hey Mon, you might wanna make some more lasagna too, because something might've happened to a huge chunk of it.",neutral,neutral
Ross! The neighbors ate all my candy!!,joy,positive
Mine stole my newspaper! It's like a,anger,negative
Sure!,neutral,neutral
"Yeah, ever since you uh, told me that story about that bike I-I couldn't stop thinking about it.",neutral,neutral
"I mean, everyone should have a-a",neutral,neutral
Oh my God Ross!!,surprise,positive
You like it?,joy,positive
I,neutral,neutral
Yeah?,neutral,neutral
Hello darlings.,neutral,neutral
And there's daddy!,joy,positive
There he is! There he is!,surprise,positive
Where?,neutral,neutral
Right- where we've been looking all night!,joy,positive
He is so cute!,joy,positive
"Oh, George, baby, drop the towel!",joy,positive
"Yeah, drop it! Drop the towel! Please drop thewowww.",joy,positive
"I've gotta tell you, Bob is terrific.",joy,positive
"Yeah, isn't he?",joy,positive
"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",joy,positive
You know what else? He's unbelievable in bed.,joy,positive
Wow. My brother never even told me when he lost his virginity.,surprise,positive
Huh. That's nice.,neutral,neutral
"and the miracle was that that little bit of oil that should've just lasted just one day, burned for",neutral,neutral
Eight whole days.,neutral,neutral
"That's right, and that's why we celebrate Hanukkah today. The end.",joy,positive
Awesome!,joy,positive
Yeah?,surprise,positive
My favorite part was when,neutral,neutral
The Armadillo was actually not so,neutral,neutral
Hey!,joy,positive
Oh.,neutral,neutral
Wow! It looks like the Easter Bunny's funeral in here.,surprise,positive
"Come on, come on, we're-we're-we're lighting the candles!",joy,positive
Oh.,neutral,neutral
Oh.,neutral,neutral
"Okay, I understand why",neutral,neutral
"Yeah, sure. Good luck!",joy,positive
I'm quitting!! Woo-hoo!  I'm okay!! I'm all right!!,joy,positive
"Wow! That's exciting, you went to Japan, made up a woman.",surprise,positive
What?,neutral,neutral
"I'm just saying, this woman, I mean she's fictitious. No?",surprise,positive
Why would you say that?,neutral,neutral
Cause you're still into Monica.,neutral,neutral
"So you told her there was somebody else so she would agree to work with you, so cause you figure oh if you spent a lot of time together, maybe something might happen, and...",neutral,neutral
You're good. You're good!,joy,positive
"Yeah, no, I'm fairly intuitive and psychic. It's a substantial gift.",neutral,neutral
"Listen, can you promise me that you won't tell her though?",fear,negative
"Absolutely, oh I promise. Tell her what?",neutral,neutral
Thanks a lot.,neutral,neutral
"No I'm serious. I mean I'm intuitive, but my memory sucks.",neutral,neutral
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",neutral,neutral
"For God's sake, will you let it go? There's no Rachel!",anger,negative
"Oh, hey, hey, I got that.",neutral,neutral
"Oh, thanks, sweetie.",joy,positive
No problem. I cannot wait for you to meet my friends.,joy,positive
Really?,surprise,positive
You don't think they'll judge and ridicule me?,fear,negative
"No, no, they will. I just... uh...",neutral,neutral
Can't wait.,neutral,neutral
Do I know you?,surprise,positive
"Oh my god, little Stevie Fisher? How've you been?",surprise,positive
"Good, good, I'm a lawyer now.",neutral,neutral
You can't be a lawyer. You're eight.,surprise,positive
"Listen, it was nice to see you. I gotta run backstage.",joy,positive
"Uh, wait, backstage?",surprise,positive
"Oh, yeah, my firm represents the band.",neutral,neutral
Ross.,neutral,neutral
Chandler.,neutral,neutral
"Look, you guys wanna meet the group?",neutral,neutral
Come on.,neutral,neutral
"So, are you one of the ones who fooled around with my dad?",surprise,negative
Do you have any respect for your body?,disgust,negative
Don't you realise what you're-you're doing to yourself?,disgust,negative
"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",anger,negative
"The bottom line is, smoking is cool, and you know it.",neutral,neutral
"Chandler? It's Alan, he wants to speak to you.",neutral,neutral
Really?,surprise,positive
He does?,surprise,positive
"Hey, buddy, what's up!",joy,positive
"Oh, she told you about that, huh.",surprise,negative
"Well, yeah, I have one now and then.",neutral,neutral
"Well, yeah, now.",neutral,neutral
"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.",neutral,neutral
"Well, okay, thanks!",joy,positive
"God, he's good.",joy,positive
If only he were a woman.,neutral,neutral
Yeah.,neutral,neutral
"Oh, look look look.",surprise,positive
The last candle's about to burn out.,neutral,neutral
"10, 9, 8, 7... ... negative 46, negative 47, negative 48....",neutral,neutral
Thank you.,neutral,neutral
Thanks.,neutral,neutral
Kinda... spooky without any lights.,fear,negative
Bwah-hah-hah!,joy,positive
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",joy,positive
Oh.. oh... oh.,neutral,neutral
"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",neutral,neutral
"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",neutral,neutral
You blew them away!,joy,positive
"Oh, I can't tell you how great it was to look at the crowd and see your face!",joy,positive
"I mean... uh, did you know you were  mouthing the words along with me?",neutral,neutral
I was,surprise,positive
"No, it's ok! Made me feel like a rock star!",joy,positive
Oh my God!  I'm your,surprise,positive
I'd better not found you naked in my hotel room!,joy,positive
"Look, I took it too far!",joy,positive
"Okay, Monica: Right foot red.",neutral,neutral
Could've played,neutral,neutral
Thanks.,neutral,neutral
"Okay, Pheebs: Right hand blue. Good.",neutral,neutral
"Hello? Oh, uh, Rachel, it's the",neutral,neutral
"Oh, okay. Will you take my place?",neutral,neutral
"Alright.  Yes, this is Rachel.",neutral,neutral
Nooo!,surprise,negative
Hello?,neutral,neutral
"Oh, yeah, no, I know, I-I haven't been using it much.",neutral,neutral
"Oh, well, thanks, but, I'm okay, really.",joy,positive
Green. To the green.,neutral,neutral
I've got magic beans.  Never-never mind.,neutral,neutral
"To the left, to the left- aww!",neutral,neutral
Ohhh... I'm fine.,neutral,neutral
Hey!,joy,positive
Please tell me you got the message!,fear,negative
What message?,neutral,neutral
"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock.",neutral,neutral
What?! It's 6 o'clock!,surprise,negative
"Du-du-I wrote it, I wrote it on the board!",fear,negative
"I wrote it on the board, then I went all over New York City looking for ya!",anger,negative
I went to Ross's!,neutral,neutral
I went to the coffeehouse!,neutral,neutral
I went to any place that they made sandwiches!,neutral,neutral
"That's the day you're gonna die? Seedarnit, I've got shuffleboard that day.",neutral,neutral
That's what you think.,neutral,neutral
"Well, I mean what about friends of your grandmother's? Wouldn't they have the recipe?",neutral,neutral
"Well, y'know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.",neutral,neutral
What was her name?,neutral,neutral
Nestley Toulouse.,neutral,neutral
Nestlé Toll House?,neutral,neutral
"Oh, you Americans always butcher the French language.",neutral,neutral
Yes!!  Oh.,surprise,positive
I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,anger,negative
I know! You see it is stuff like this which is why  you're burning in hell!!,anger,negative
"So, we're decided, no on plaid, yes on pink?",neutral,neutral
Absolutely!,joy,positive
I am so on board!,joy,positive
Rachel didn't you just light that?,neutral,neutral
"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",neutral,neutral
I've actually been thinking about quitting lately.,neutral,neutral
"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",disgust,negative
Tell me about it!,neutral,neutral
Well then let's just quit! We'll just quit! Let's all quit!,joy,positive
It does sound appealing.,neutral,neutral
"Oh, I never could do it.",joy,positive
Oh but you could.,neutral,neutral
You can.,neutral,neutral
Absolutely!,joy,positive
We can help each other out!,joy,positive
We can get--what are those--those patches!,neutral,neutral
We could be like the Patch Sisters!,joy,positive
"Oh y'know, we really should quit. Okay, let's quit!",joy,positive
Yes! Great! Give me those cigs! Give it! Give it!,joy,positive
My late husband gave me that lighter.  I'm not kidding.,sadness,negative
Okay then!,joy,positive
"Well, maybe it's a contest, y'know? Like, collect all five?",neutral,neutral
"Does, um, anyone wanna see?",neutral,neutral
Nooo..,disgust,negative
"Oh, hey, don't do that! Cut it out!",anger,negative
It's worse than the thumb!,disgust,negative
"Hey, this is so unfair!",anger,negative
"Oh, why is it unfair?",surprise,negative
So I have a flaw!,anger,negative
Big deal!,anger,negative
Like Joey's constant knuckle-cracking isn't annoying?,anger,negative
"And Ross, with his over-pronouncing every single word?",anger,negative
"And Monica, with that snort when she laughs?",anger,negative
"I mean, what the hell is that thing?",disgust,negative
"...I accept all those flaws, why can't you accept me for this?",anger,negative
...Does the knuckle-cracking bother everybody?,anger,negative
"Well, I-I could live without it.",neutral,neutral
"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",neutral,neutral
"Oh, now, don't listen to him, Pheebs, I think it's endearing.",neutral,neutral
"Oh,  ""you do, do you""?",anger,negative
"You know, there's nothing wrong with speaking correctly.",neutral,neutral
"""Indeed there isn't""... I should really get back to work.",joy,positive
"Yeah, 'cause otherwise someone might get what they actually ordered.",neutral,neutral
"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",anger,negative
Awww! Mel Torme died.,sadness,negative
"Joey, that paper's like a year old!",neutral,neutral
Aw! Does that mean the,sadness,negative
Hey.,neutral,neutral
Hey.,neutral,neutral
You're sure? You're absolutely sure?,neutral,neutral
"Well, no. But, um, I bet she probably does.",neutral,neutral
Probably?,neutral,neutral
"Yeah, I don't like that word.",disgust,negative
Kind of what probably' really means.,neutral,neutral
"Yeah, uh-huh.",neutral,neutral
"Yeah, oh, ""Your mom probably won't kill herself,"" y'know?",anger,negative
"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",anger,negative
You gotta take care of yourselves!,neutral,neutral
In,neutral,neutral
"Bing doesn't seem so weird now, does it?",neutral,neutral
Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride.,joy,positive
Ohhh!  Wow! He kinda takes your breath away doesn't he?,joy,positive
He's a keeper. How are you feeling?,neutral,neutral
"Oh, I'm fine.",neutral,neutral
"Can I just say, I really admire what you're doing. Just raising her all alone.",neutral,neutral
"Oh, I'm not doing it alone. I have Ross.",neutral,neutral
"Oh, sure. Now. But what happens when he meets somebody else and gets married?",neutral,neutral
"Well then he gets a divorce, it's Ross!",neutral,neutral
"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family.",neutral,neutral
Well IThat's never gonna happen with Ross.,sadness,negative
"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.",disgust,negative
"And Tim I just wanna say, good luck here.",neutral,neutral
Hey. Who's that?,neutral,neutral
New people.,neutral,neutral
What happened to the Disgustingtons?,neutral,neutral
They're having their baby!,anger,negative
It's not fair Ross we got here first!,anger,negative
Right after you left they wheeled her off into delivery.,neutral,neutral
Oh but not before she gave me a juicy shot of little Jamie just crowning away.,neutral,neutral
"Wow! Sorry. So uh, how are the new people?",surprise,positive
Phoebe?,neutral,neutral
Yeah?,neutral,neutral
"Look at that guy by the window, wow!",surprise,positive
"He's awfully short and I think he's talking to himself. And to be completely honest, he's not that good in bed.",neutral,neutral
"Oh, what is wrong with me lately?",sadness,negative
I mean it's like every guy I seeI mean look here.,neutral,neutral
"Look at that guy for example, I mean normally that's not someone I would-would be attracted to, but right now, with the way I'm feeling, all I want to do is rip off his sweatpants and fanny pack.",neutral,neutral
"Wait a second! This is about the fourth month of your pregnancy, right?",neutral,neutral
Yeah.,neutral,neutral
"This is completely normal, around the fourth month your hormones start going crazy.",neutral,neutral
Really?! So this has happened to you?,surprise,negative
Oh absolutely yeah!,neutral,neutral
"Oh and keep in mind, now, I was carrying triplets so in, y'know, medical terms I was-I was thrice as randy.",neutral,neutral
"Wow! This explains so much! Last weekend, I went from store to store sitting on Santa's lap.",joy,positive
"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a",neutral,neutral
Ugh!,disgust,negative
I don't know what I'm going to do!,fear,negative
I called the company that sent and th-they don't care!,anger,negative
"Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?",anger,negative
Hey guys!,joy,positive
Hey!,joy,positive
Hey,neutral,neutral
"I just wanted to thank you again for last night, what a great party!",joy,positive
And the guys from work had a blast.,joy,positive
"Y'know, one of them had never been to a bachelor party before.",joy,positive
Yeah!,joy,positive
"And-and another one had never been to a party before, so",surprise,positive
"So uh, hey, that uh, that wedding ring, huh? Man, that's nice!",joy,positive
"Yeah, right!",joy,positive
"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those",neutral,neutral
"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",surprise,negative
"So you might say, the ring is irreplaceable?",surprise,positive
"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",joy,positive
"So you might say, it's a magic ring.",joy,positive
OH MY GOD!! I didn't really believe it until you just said it!!,surprise,negative
Well obviously only one of us can keep dating her.,neutral,neutral
"Obviously! So, how do we decide?",neutral,neutral
"Well now let's-let's look at this objectively, I think I should date her",neutral,neutral
Uh-huh. Uh-huh.,neutral,neutral
"That's interesting, but check this out. I date her",joy,positive
Yeah-yeah I like that but just to go in another direction,neutral,neutral
"Okay, okay. This can go on for a while.",neutral,neutral
Yeah well we should order some food then.,neutral,neutral
"No Joey! Look why don't, why don't we just let her decide? Okay? Hey-hey, we'll",neutral,neutral
That sounds fair.,neutral,neutral
Maybe I'll take her to that new French restaurant down the street,neutral,neutral
Ah yeahwait a second now!,anger,negative
Look we're gonna have to set a spending limit on the date.,neutral,neutral
I don't have the money to take her to a fancy place like that.,anger,negative
"Well sorry, that's what I do on dates.",neutral,neutral
"All right, well I guess I'll just have to do what I do on dates.",neutral,neutral
So let's decide on the spending limit,neutral,neutral
"Yeah. Uh, a slicesix dollars?",neutral,neutral
I was thinking more like a hundred.,neutral,neutral
Okay. Can I borrow 94 dollars?,neutral,neutral
"Hi, again.",neutral,neutral
Hey!,neutral,neutral
Hey!,neutral,neutral
"Thank you soo, much.",joy,positive
"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",anger,negative
You want some help with that?,neutral,neutral
"Oh, no thanks, I got it.  No I don't!",neutral,neutral
Whoa! Are you okay?,surprise,positive
"Whew! Stood up to fast, got a little head rush.",surprise,positive
It's the heat.  And-and the humidity.,neutral,neutral
"That's a uh, that's a tough combination.",neutral,neutral
Do you wanna come in for some lemonade?,neutral,neutral
Like you wouldn't believe.  Wow! This is a great place.,surprise,positive
What do you mean?,neutral,neutral
Remember how you said you were really dense about poetry? Oh.,neutral,neutral
Oh!,surprise,positive
"Hey, somebody left their keys.",neutral,neutral
"Ooohh, to a Porsche!",surprise,positive
"Hey Gunther, these yours?",neutral,neutral
"Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!",disgust,negative
Na-uh!  Hey did anybody lose their keys?,neutral,neutral
"Joey, why don't you put them in the lost and found?",neutral,neutral
There's a lost and found?  My shoe!,surprise,negative
You left a shoe here?!,surprise,negative
"Well, I didn't realize until I got home.",neutral,neutral
I wasn't gonna walk all the way back down here with one shoe!,neutral,neutral
I'm gonna go find that guy's car and leave a note on the windshield.,neutral,neutral
"Oh good, when he comes back for his keys, I'll be sure to give him your shoe.",neutral,neutral
Great! Thanks.,joy,positive
"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",neutral,neutral
"Carol, we've been through this before, ok?",joy,positive
We have a good time.,joy,positive
"We laugh, we play.",joy,positive
It's like we're father and son.,joy,positive
"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.",joy,positive
"Oh, this is so cute.",joy,positive
"Oh, I got that for him.",neutral,neutral
My mommies love me. That's clever.,joy,positive
Hello?,neutral,neutral
"Oh, Hi, JuHi, Jew!",neutral,neutral
Uh huh?,neutral,neutral
Uh huh?,neutral,neutral
"Ok.  Um, sure, that'd be great.",neutral,neutral
See ya then.,neutral,neutral
Bye.,neutral,neutral
"Did you just say Hi, Jew?",surprise,negative
"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",neutral,neutral
Now there you go! I wouldn't want my best guest to strain her eyes!,joy,positive
Thanks Monica!,joy,positive
Does that smell bother you?,disgust,negative
"What the smell from Joey's? No, I can hardly smell it over here.",surprise,negative
"Well you let me know if you can, because y'know I can bake a pie to cover it.",neutral,neutral
"I can smell it a little, bake the pie.",joy,positive
Okay!,joy,positive
Okay.,neutral,neutral
"Hello?  Oh yes, one minute please.  It's for you. It's the fire inspector.",neutral,neutral
Oh!  Hello?  Yeah this is Phoebe.  Really?!,surprise,negative
"Yeah, so it turns out that it wasn't the hair straightener that started the fire.",neutral,neutral
"No-no, it was the candles.",neutral,neutral
It's very not good leaving candles unattended.,neutral,neutral
"In fact, one of the first things they teach you in fire school is  Uhh Uhh Okay.",neutral,neutral
"Well, I have to go now.",neutral,neutral
Joey proposed to me.,surprise,positive
Is he crazy?! You just had Ross’s baby!,surprise,negative
"Well, I-I said yes.",fear,negative
What?!,surprise,negative
Are you crazy?,anger,negative
You just had Ross’s baby!,anger,negative
It’s-it’s so  inappropriate.,anger,negative
"No, it’s worse than that.",disgust,negative
It’s wrong.,disgust,negative
It’s… It is bigger than  mine!,surprise,negative
I know.,neutral,neutral
You can’t marry him!,sadness,negative
Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,sadness,negative
Well do you love him?,neutral,neutral
Sure.,neutral,neutral
Sure?,neutral,neutral
"Yeah, I mean whatever.",neutral,neutral
"Honey, the question is…do you really want to marry Joey?",sadness,negative
"No. No, I don’t. Could you be a dear and go tell him?",sadness,negative
So-so you two were married huh? What happened? You just drift apart?,neutral,neutral
Here comes the bride.,joy,positive
Oh my God Monica!,surprise,positive
I wanna wear this everyday.,joy,positive
You look so beautiful.,joy,positive
I'm so happy for me.,joy,positive
Hello?,neutral,neutral
Hey! Did Chandler show up yet?,fear,negative
"Yeah, we got him back. Everything's fine.",neutral,neutral
Damnit!,anger,negative
"I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?",anger,negative
Fine.,neutral,neutral
"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger,negative
And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!,anger,negative
"No that's not what I want. Uh, I'm glad you guys were bonding but I",neutral,neutral
"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!",sadness,negative
And I haven't taught him anything that a normal 6-year-old doesn't know anyway!,neutral,neutral
Crap!!,anger,negative
I gotta go!,neutral,neutral
Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there?,surprise,negative
No.,neutral,neutral
Me neither! We have to get in!,surprise,negative
Just act like you belong.,neutral,neutral
Oh my God! Oranges!,surprise,positive
Shh!  Nice to see you again.,neutral,neutral
"Uh sir, may I see your tickets please?",neutral,neutral
"Yes, of course.",neutral,neutral
"I'm sorry, would you move your thumb? I can't see the seat number.",neutral,neutral
"Oh that's all right, I have it memorized. It's 1A.",neutral,neutral
Okay!,joy,positive
Y'know what?,neutral,neutral
I realized it was stupid to get upset about not having a husband and kids.,joy,positive
All I really needed was a plan.,neutral,neutral
See I wanna have three kids,neutral,neutral
"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",joy,positive
As I was saying I should probably have the first of the three kids by the time I'm 35 which gives me five years.,neutral,neutral
You spent a hundred dollars. That's the limit. You're screwed!,joy,positive
"Uh actually, I sent the flowers before the actual date. So technically,",anger,negative
Oh-oh! So that's the way it's gonna be huh? Yeah I can break the rules too y'know!,anger,negative
Oh yeah? What are you gonna do?,anger,negative
I don't know.,neutral,neutral
Why am I not surprised?,disgust,negative
Y'know what Ross? I'm not gonna let you get away with this!,anger,negative
I don't think you have much choice.,neutral,neutral
Well we'll see!,anger,negative
Bye-bye!,neutral,neutral
Yeah bye-bye!  Hey! So just a light layer?,neutral,neutral
Yes. Yes. Just here  and there .,neutral,neutral
Dad?,neutral,neutral
I'm here!,neutral,neutral
Hey!,surprise,positive
"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",joy,positive
"Dad, we-we can't believe you're selling the house.",sadness,negative
